"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"383","XIII",754214,754614,401,"*",3.952070703686,3.77806323623205,4.10733147258841,-0.329268236356354,0.661971729872029,0.945922761369767,"531","YMR242C",753225,754220,"-","overlapStart",-194,6,"NearestLocation","RPL20A"
"384","VIII",48199,48599,401,"*",5.04622459854528,5.15351845268716,4.93030549688633,0.223212955800825,0.665746751759034,0.947570685175067,"326","YHL028W",48763,50580,"+","upstream",-364,164,"NearestLocation","WSC4"
"385","VII",576534,576934,401,"*",3.9646405116804,4.09615377642266,3.81992522884852,0.276228547574142,0.6666151044878,0.947570685175067,"285","YGR041W",577487,579130,"+","upstream",-753,553,"NearestLocation","BUD9"
"386","VII",785580,785980,401,"*",4.82728752429353,4.71634381058317,4.93030549688633,-0.213961686303163,0.669691895339115,0.947790848831693,"304","YGR146C-A",785276,785437,"-","upstream",-343,143,"NearestLocation","YGR146C-A"
"387","IV",221844,222244,401,"*",3.79017135146646,3.93671445470469,3.62704240706682,0.309672047637866,0.672107258859389,0.947790848831693,"85","YDL133C-A",221724,221801,"-","upstream",-243,43,"NearestLocation","RPL41B"
"388","XVI",641241,641641,401,"*",5.31847566266344,5.22404333243351,5.40710478485051,-0.183061452416998,0.672682508334581,0.947790848831693,"690","YPR035W",642208,643320,"+","upstream",-767,567,"NearestLocation","GLN1"
"389","X",623071,623471,401,"*",4.49841469566138,4.60797066313819,4.37985046564086,0.228120197497326,0.67499281029213,0.947790848831693,"376","YJR104C",622550,623014,"-","upstream",-257,57,"NearestLocation","SOD1"
"390","VI",182984,183384,401,"*",4.96939341145732,5.06483235697323,4.86719079105831,0.197641565914916,0.677800961891398,0.947790848831693,"244","YFR017C",182274,182861,"-","upstream",-323,123,"NearestLocation","IGD1"
"391","XII",781410,781810,401,"*",3.66683096171995,3.4976229600853,3.81826019864412,-0.320637238558818,0.67805398281741,0.947790848831693,"466","YLR325C",781143,781379,"-","upstream",-231,31,"NearestLocation","RPL38"
"392","III",236380,236780,401,"*",3.77985369318302,3.91646260483849,3.62894326169587,0.287519343142623,0.684209502960768,0.947790848831693,"74","YCR067C",233125,236322,"-","upstream",-258,58,"NearestLocation","SED4"
"393","IV",556544,556944,401,"*",4.4039892817604,4.51832132764039,4.27981061332467,0.238510714315724,0.686494740808001,0.947790848831693,"108","YDR050C",555726,556472,"-","upstream",-272,72,"NearestLocation","TPI1"
"394","IV",130511,130911,401,"*",4.00404820651349,4.13172420937313,3.86396632052318,0.267757888849946,0.686831800834262,0.947790848831693,"81","YDL184C",130407,130484,"-","upstream",-227,27,"NearestLocation","RPL41A"
"395","IX",197538,197938,401,"*",3.72241424909845,3.56346100987336,3.86557945664018,-0.302118446766818,0.688555877409676,0.947790848831693,"165","tE(CUC)I",197592,197663,"+","includeFeature",146,54,"NearestLocation","tE(CUC)I"
"396","XV",94416,94816,401,"*",3.82258553213218,3.9561052046344,3.67543669780117,0.280668506833233,0.688924347767763,0.947790848831693,"595","YOL120C",93395,94402,"-","upstream",-214,14,"NearestLocation","RPL18A"
"397","VI",74663,75063,401,"*",3.71522834273227,3.55037767991957,3.86315907556763,-0.312781395648059,0.68900091682061,0.947790848831693,"238","YFL032W",74872,75192,"+","overlapStart",-9,129,"NearestLocation","YFL032W"
"398","XIII",287411,287811,401,"*",4.40263678088183,4.51119127570151,4.28524470021527,0.22594657548624,0.690372352027783,0.947790848831693,"509","YMR011W",288079,289704,"+","upstream",-468,268,"NearestLocation","HXT2"
"399","IV",1429086,1429486,401,"*",4.95346345818383,4.8489218855674,5.05093882092886,-0.202016935361456,0.691206585888307,0.947790848831693,"149","YDR487C",1428354,1428980,"-","upstream",-306,106,"NearestLocation","RIB3"
"400","X",525794,526194,401,"*",3.99850689918904,4.12291348230592,3.8623513786737,0.260562103632214,0.695662160276807,0.950486820743347,"374","YJR048W",526335,526664,"+","upstream",-341,141,"NearestLocation","CYC1"
"401","XIV",281604,282004,401,"*",4.39477983409312,4.4976229600853,4.28403889296938,0.213584067115928,0.699341821744636,0.950486820743347,"559","YNL190W",282395,283009,"+","upstream",-591,391,"NearestLocation","YNL190W"
"402","X",115814,116214,401,"*",3.82046451119336,3.94614999495996,3.68277544355254,0.263374551407419,0.700186334948922,0.950486820743347,"354","tE(UUC)J",115939,116010,"-","includeFeature",-4,125,"NearestLocation","tE(UUC)J"
"403","XVI",812706,813106,401,"*",3.91493446707636,4.04219248803592,3.77535564365043,0.266836844385488,0.701171620864398,0.950486820743347,"699","YPR138C",810984,812453,"-","upstream",-453,253,"NearestLocation","MEP3"
"404","IV",591840,592240,401,"*",4.94137857226334,5.03281581926126,4.84375156553884,0.189064253722417,0.705015765716791,0.950486820743347,"109","YDR073W",592439,592948,"+","upstream",-399,199,"NearestLocation","SNF11"
"405","XII",877518,877918,401,"*",4.42353414412779,4.31899794914649,4.52100483189356,-0.202006882747075,0.706272251469827,0.950486820743347,"477","YLR378C",875736,877178,"-","upstream",-540,340,"NearestLocation","SEC61"
"406","XI",308688,309088,401,"*",4.41916729662524,4.51792787867804,4.31314591191426,0.204781966763785,0.707862497767011,0.950486820743347,"406","YKL068W-A",309206,309442,"+","upstream",-318,118,"NearestLocation","YKL068W-A"
"407","XV",234416,234816,401,"*",3.7148008137176,3.84388288785508,3.57302428875969,0.270858599095397,0.708799977780588,0.950486820743347,"604","snR81",234346,234546,"+","overlapEnd",270,70,"NearestLocation","snR81"
"408","XVI",520235,520635,401,"*",4.06362243242754,3.93612561250464,4.1807610458305,-0.244635433325855,0.709826939179071,0.950486820743347,"684","YPL017C",518734,520233,"-","upstream",-202,2,"NearestLocation","IRC15"
"409","VIII",126078,126478,401,"*",4.59512542963348,4.68710592019568,4.49687886255368,0.19022705764201,0.717238548609404,0.950486820743347,"332","YHR010W",126521,127492,"+","upstream",-243,43,"NearestLocation","RPL27A"
"410","V",545049,545449,401,"*",4.18375519819318,4.28780490089685,4.07161388793645,0.216191012960397,0.718013795366533,0.950486820743347,"232","YER177W",545611,546414,"+","upstream",-362,162,"NearestLocation","BMH1"
"411","VIII",422408,422808,401,"*",4.209043364019,4.09615377642266,4.31373689949838,-0.217583123075714,0.722400194172519,0.950486820743347,"344","YHR161C",420373,422286,"-","upstream",-322,122,"NearestLocation","YAP1801"
"412","II",332394,332794,401,"*",3.65514323856753,3.77872024351309,3.51998087977365,0.258739363739442,0.723037770387955,0.950486820743347,"32","YBR048W",332831,333812,"+","upstream",-237,37,"NearestLocation","RPS11B"
"413","X",662980,663380,401,"*",5.25241618774867,5.16996880184898,5.33040548051806,-0.16043667866908,0.723226392767431,0.950486820743347,"380","YJR127C",658917,663059,"-","overlapStart",-121,79,"NearestLocation","RSF2"
"414","VII",413196,413596,401,"*",4.95509679307747,5.03723724857004,4.86799578388712,0.169241464682917,0.723834587905029,0.950486820743347,"270","YGL045W",414102,415730,"+","upstream",-706,506,"NearestLocation","RIM8"
"415","XVI",214565,214965,401,"*",5.69311535261302,5.76512538346013,5.61732134711622,0.147804036343913,0.723993275189105,0.950486820743347,"666","YPL177C",213042,213962,"-","upstream",-803,603,"NearestLocation","CUP9"
"416","VII",650909,651309,401,"*",4.42718093163664,4.32624260985939,4.52151653555133,-0.195273925691946,0.727520716273232,0.950486820743347,"291","YGR086C",649598,650617,"-","upstream",-492,292,"NearestLocation","PIL1"
"417","XII",234361,234761,401,"*",4.22117690096818,4.32669195805887,4.10733147258841,0.219360485470463,0.730721542630984,0.950486820743347,"436","YLR044C",232390,234081,"-","upstream",-480,280,"NearestLocation","PDC1"
"418","XVI",794532,794932,401,"*",4.52866379281936,4.61427113603714,4.43765440531835,0.176616730718784,0.735311859753241,0.950486820743347,"698","YPR132W",794965,795767,"+","upstream",-233,33,"NearestLocation","RPS23B"
"419","IX",332914,333314,401,"*",4.71528144175289,4.62679013241116,4.79865718070569,-0.171867048294537,0.735628164744938,0.950486820743347,"173","YIL012W",333011,333352,"+","overlapStart",103,38,"NearestLocation","YIL012W"
"420","VIII",190124,190524,401,"*",3.96641667218649,3.85456669604893,4.07021553709489,-0.215648841045961,0.73722717475386,0.950486820743347,"336","YHR042W",190543,192618,"+","upstream",-219,19,"NearestLocation","NCP1"
"421","VII",733193,733593,401,"*",4.11427050146425,4.00431451497202,4.21643634560959,-0.212121830637564,0.737513037338682,0.950486820743347,"298","YGR121W-A",733412,733627,"+","overlapStart",-19,34,"NearestLocation","YGR121W-A"
"422","VII",67182,67582,401,"*",4.02910991729381,3.9056276454543,4.14285142025625,-0.237223774801953,0.74029831230129,0.950486820743347,"254","YGL228W",67598,69331,"+","upstream",-216,16,"NearestLocation","SHE10"
"423","IV",366122,366522,401,"*",3.66153111903124,3.53795098158476,3.77535564365043,-0.237404662065674,0.742133105315894,0.950486820743347,"93","YDL049C",365068,365874,"-","upstream",-448,248,"NearestLocation","KNH1"
"424","XIII",472778,473178,401,"*",4.50752995985387,4.60238500099025,4.4059966830913,0.196388317898948,0.742210428095294,0.950486820743347,"520","YMR103C",472902,473264,"-","overlapEnd",286,86,"NearestLocation","YMR103C"
"425","II",614068,614468,401,"*",4.48494075654311,4.38551662486973,4.57795255471699,-0.192435929847265,0.742368811040208,0.950486820743347,"54","YBR196C-A",614024,614173,"-","overlapStart",-95,44,"NearestLocation","YBR196C-A"
"426","VII",905409,905809,401,"*",5.57772829803953,5.64192659256375,5.51053966929823,0.13138692326552,0.744241567231555,0.950486820743347,"311","YGR204W",905934,908774,"+","upstream",-325,125,"NearestLocation","ADE3"
"427","XV",83145,83545,401,"*",4.74088549868999,4.65726321153262,4.81992522884852,-0.162662017315895,0.750254894111088,0.950486820743347,"593","YOL126C",81787,82920,"-","upstream",-425,225,"NearestLocation","MDH2"
"428","VII",987203,987603,401,"*",5.17938258096618,5.24831499894453,5.10699055850051,0.141324440444022,0.751169611637897,0.950486820743347,"317","YGR249W",988049,989419,"+","upstream",-646,446,"NearestLocation","MGA1"
"429","II",392361,392761,401,"*",4.54980791386627,4.46395040014098,4.6308416151072,-0.166891214966213,0.751406817138624,0.950486820743347,"38","YBR077C",391805,392293,"-","upstream",-268,68,"NearestLocation","SLM4"
"430","IX",386475,386875,401,"*",4.63377453952706,4.71047457761184,4.55276669530293,0.157707882308905,0.759360639000293,0.950486820743347,"178","YIR018C-A",385564,385701,"-","upstream",-974,774,"NearestLocation","YIR018C-A"
"431","XVI",425283,425683,401,"*",5.36306891356876,5.4252664646762,5.29806861211929,0.127197852556909,0.761142250852894,0.950486820743347,"678","YPL067C",425251,425847,"-","inside",364,32,"NearestLocation","YPL067C"
"432","V",211954,212354,401,"*",3.84335229027915,3.73380959041377,3.94516126261774,-0.21135167220397,0.764178603106012,0.950486820743347,"200","YER028C",210692,211876,"-","upstream",-278,78,"NearestLocation","MIG3"
"433","XIV",62999,63399,401,"*",4.48998330497823,4.57033796295929,4.40488772956968,0.165450233389613,0.765982711028571,0.950486820743347,"547","YNL302C",61958,62943,"-","upstream",-256,56,"NearestLocation","RPS19B"
"434","II",452117,452517,401,"*",3.92678107626941,4.023377808755,3.82324953543358,0.20012827332142,0.766129485066094,0.950486820743347,"44","YBR106W",452658,453224,"+","upstream",-341,141,"NearestLocation","PHO88"
"435","XIII",861060,861460,401,"*",4.19491187286655,4.27990010695571,4.1046019015579,0.175298205397813,0.767297001528929,0.950486820743347,"537","YMR296C",859215,860891,"-","upstream",-369,169,"NearestLocation","LCB1"
"436","XVI",339408,339808,401,"*",4.87911890055161,4.80066195205264,4.95352835249152,-0.15286640043888,0.76968979329911,0.950486820743347,"672","YPL111W",339944,340945,"+","upstream",-336,136,"NearestLocation","CAR1"
"437","XVI",279986,280386,401,"*",3.648014933125,3.51040037023273,3.77363834129951,-0.26323797106678,0.769933823042948,0.950486820743347,"669","YPL144W",280480,280926,"+","upstream",-294,94,"NearestLocation","POC4"
"438","VII",277084,277484,401,"*",4.30159630821105,4.38594788813971,4.21200490778798,0.173942980351731,0.770412911758448,0.950486820743347,"264","YGL123W",277617,278381,"+","upstream",-333,133,"NearestLocation","RPS2"
"439","XV",494370,494770,401,"*",4.83211005021836,4.75039672471715,4.90944222260731,-0.159045497890153,0.773619371995864,0.950486820743347,"620","YOR092W",495127,496968,"+","upstream",-557,357,"NearestLocation","ECM3"
"440","III",78179,78579,401,"*",4.96334985467118,4.89074134907044,5.03247852689025,-0.141737177819807,0.77537830920579,0.950486820743347,"65","YCL025C",76018,77919,"-","upstream",-460,260,"NearestLocation","AGP1"
"441","XVI",227770,228170,401,"*",3.9158424195704,4.00431451497202,3.82158833963826,0.182726175333762,0.778890502639822,0.950486820743347,"667","YPL170W",228314,228772,"+","upstream",-344,144,"NearestLocation","DAP1"
"442","XIV",330929,331329,401,"*",4.64810417179675,4.71634381058317,4.57647584180173,0.139867968781437,0.780593161834842,0.950486820743347,"562","YNL162W",331322,332154,"+","overlapStart",-193,7,"NearestLocation","RPL42A"
"443","IV",769088,769488,401,"*",4.72613115693467,4.79545123273266,4.65331145917359,0.142139773559062,0.782119453667957,0.950486820743347,"114","YDR156W",769525,769938,"+","upstream",-237,37,"NearestLocation","RPA14"
"444","VIII",50597,50997,401,"*",3.85287295329011,3.74466467741899,3.95352835249152,-0.208863675072529,0.783734122084501,0.950486820743347,"327","YHL027W",51111,52988,"+","upstream",-314,114,"NearestLocation","RIM101"
"445","II",605804,606204,401,"*",4.35832699942035,4.27195176245,4.43982171145025,-0.167869949000251,0.78461219467522,0.950486820743347,"53","YBR190W",605966,606277,"+","overlapStart",38,73,"NearestLocation","YBR190W"
"446","XI",327724,328124,401,"*",4.56830936702984,4.63920142900164,4.49375292823396,0.145448500767686,0.787533431352553,0.950486820743347,"408","YKL060C",326408,327487,"-","upstream",-437,237,"NearestLocation","FBA1"
"447","XIV",301868,302268,401,"*",4.03963405153878,4.12291348230592,3.95125122715218,0.171662255153738,0.790401715977825,0.950486820743347,"561","YNL178W",302680,303402,"+","upstream",-612,412,"NearestLocation","RPS3"
"448","XIII",271819,272219,401,"*",4.19708114344607,4.28036412116688,4.10869432391823,0.17166979724865,0.791032731338305,0.950486820743347,"507","YMR002W",272193,272663,"+","overlapStart",-174,26,"NearestLocation","MIX17"
"449","X",705202,705602,401,"*",3.85900159117546,3.75610608781576,3.95504444173479,-0.19893835391903,0.791257885203671,0.950486820743347,"382","YJR148W",705744,706874,"+","upstream",-342,142,"NearestLocation","BAT2"
"450","XIII",101414,101814,401,"*",3.67931720083624,3.57642675690502,3.77535564365043,-0.19892888674541,0.792752242916869,0.950486820743347,"493","YML082W",101862,103811,"+","upstream",-248,48,"NearestLocation","YML082W"
"451","XV",92883,93283,401,"*",3.94340201032851,3.85456669604893,4.02708305139388,-0.172516355344947,0.793167605256383,0.950486820743347,"594","YOL121C",92026,92850,"-","upstream",-233,33,"NearestLocation","RPS19A"
"452","XIII",556968,557368,401,"*",4.89693133533448,4.966280608337,4.82407941658548,0.142201191751519,0.793381896078381,0.950486820743347,"525","YMR145C",554793,556475,"-","upstream",-693,493,"NearestLocation","NDE1"
"453","XVI",695059,695459,401,"*",3.97785151014423,3.88554160756316,4.06460854049202,-0.179066932928858,0.796657349927124,0.950486820743347,"694","YPR074W-A",695018,695188,"+","overlapEnd",241,41,"NearestLocation","YPR074W-A"
"454","III",50375,50775,401,"*",4.64227734627945,4.57680457333521,4.70490736046666,-0.128102787131454,0.797547265395326,0.950486820743347,"63","YCL041C",50133,50627,"-","overlapStart",52,148,"NearestLocation","YCL041C"
"455","XV",762050,762450,401,"*",4.45666249478006,4.38594788813971,4.52407233496411,-0.138124446824405,0.798332171101793,0.950486820743347,"631","YOR226C",761614,762084,"-","overlapStart",-166,34,"NearestLocation","ISU2"
"456","XV",69044,69444,401,"*",3.85716833765019,3.93612561250464,3.77363834129951,0.162487271205131,0.804209054217675,0.950486820743347,"591","YOL136C",67561,68754,"-","upstream",-490,290,"NearestLocation","PFK27"
"457","XIII",223847,224247,401,"*",3.85676286527384,3.93612561250464,3.77277892294799,0.163346689556655,0.804894107468052,0.950486820743347,"503","YML026C",222987,223828,"-","upstream",-219,19,"NearestLocation","RPS18B"
"458","XIV",349895,350295,401,"*",5.29613476452378,5.23177954135336,5.35774142366914,-0.12596188231578,0.80504493746147,0.950486820743347,"564","YNL149C",349367,349756,"-","upstream",-339,139,"NearestLocation","PGA2"
"459","XVI",840431,840831,401,"*",4.44077813945638,4.50442306881381,4.37419539367429,0.130227675139529,0.806475443416298,0.950486820743347,"702","YPR157W",841266,842669,"+","upstream",-635,435,"NearestLocation","TDA6"
"460","II",415307,415707,401,"*",4.59554415636326,4.53130744392248,4.65704220457363,-0.125734760651151,0.812121260282992,0.950486820743347,"41","YBR084C-A",414186,415261,"-","upstream",-246,46,"NearestLocation","RPL19A"
"461","VII",739089,739489,401,"*",4.52438821268954,4.58248996148029,4.46384797987812,0.118641981602164,0.813869085967164,0.950486820743347,"299","tI(AAU)G",739122,739195,"+","includeFeature",167,33,"NearestLocation","tI(AAU)G"
"462","XV",216309,216709,401,"*",4.98737649615103,5.04191885442733,4.93069082062643,0.111228033800897,0.815579472820856,0.950486820743347,"601","YOL060C",214017,216137,"-","upstream",-372,172,"NearestLocation","MAM3"
"463","XIII",349766,350166,401,"*",3.91526806717483,3.83311937058887,3.99299005399583,-0.159870683406965,0.816703289099674,0.950486820743347,"513","YMR040W",350381,350863,"+","upstream",-415,215,"NearestLocation","YET2"
"464","IV",930400,930800,401,"*",4.44425601800517,4.51158656590078,4.37362866539304,0.137957900507748,0.817012225628138,0.950486820743347,"123","YDR233C",929470,930357,"-","upstream",-243,43,"NearestLocation","RTN1"
"465","XIII",408247,408647,401,"*",5.59823403651144,5.64536726586397,5.54950879420146,0.0958584716625053,0.820615074147433,0.950486820743347,"517","YMR070W",409154,410626,"+","upstream",-707,507,"NearestLocation","MOT3"
"466","II",116841,117241,401,"*",3.94125079471289,4.01387764863963,3.86477311404582,0.149104534593807,0.821089507845188,0.950486820743347,"20","YBL055C",115573,116829,"-","upstream",-212,12,"NearestLocation","YBL055C"
"467","V",303425,303825,401,"*",4.77725418732033,4.84451060053657,4.70670840414131,0.137802196395254,0.821557675396749,0.950486820743347,"212","YER073W",304030,305592,"+","upstream",-405,205,"NearestLocation","ALD5"
"468","VII",516242,516642,401,"*",3.95573805022986,3.87508556204404,4.03211945561586,-0.157033893571814,0.824461832134717,0.950486820743347,"278","YGR014W",516943,520863,"+","upstream",-501,301,"NearestLocation","MSB2"
"469","XII",921568,921968,401,"*",4.6618045991794,4.71634381058317,4.60512232273287,0.111221487850295,0.824473830740564,0.950486820743347,"478","YLR399C",919536,921596,"-","overlapStart",-172,28,"NearestLocation","BDF1"
"470","XI",99620,100020,401,"*",5.39297155822237,5.43952919677009,5.34486119672128,0.0946680000488103,0.826401580994987,0.950486820743347,"390","YKL182W",100671,106826,"+","upstream",-851,651,"NearestLocation","FAS1"
"471","XVI",678881,679281,401,"*",4.979820695044,4.92632760768444,5.03140104484887,-0.105073437164435,0.826953124394079,0.950486820743347,"693","YPR064W",678951,679370,"+","overlapStart",130,70,"NearestLocation","YPR064W"
"472","XV",619178,619578,401,"*",5.08010801418016,5.12655157644659,5.03211945561586,0.0944321208307279,0.828959938804041,0.950486820743347,"626","YOR153W",619840,624375,"+","upstream",-462,262,"NearestLocation","PDR5"
"473","VII",766137,766537,401,"*",4.34577106890551,4.27990010695571,4.40876534329399,-0.128865236338274,0.829200110868671,0.950486820743347,"302","YGR139W",765726,766064,"+","downstream",611,73,"NearestLocation","YGR139W"
"474","VII",856660,857060,401,"*",5.31365407490265,5.36015775387091,5.26560133027264,0.0945564235982621,0.830254152940712,0.950486820743347,"308","YGR180C",855264,856301,"-","upstream",-559,359,"NearestLocation","RNR4"
"475","XVI",66993,67393,401,"*",3.92543791499459,3.85456669604893,3.99299005399583,-0.138423357946903,0.831758932895086,0.950486820743347,"657","YPL255W",67725,68882,"+","upstream",-532,332,"NearestLocation","BBP1"
"476","IV",217180,217580,401,"*",4.04164355595595,3.97581187871422,4.1046019015579,-0.128790022843678,0.831961142273948,0.950486820743347,"84","YDL136W",217600,218367,"+","upstream",-220,20,"NearestLocation","RPL35B"
"477","X",391840,392240,401,"*",4.94029335809101,4.99013358481829,4.88866951885982,0.101464065958464,0.83379823498004,0.950486820743347,"371","YJL027C",391833,392249,"-","inside",209,7,"NearestLocation","YJL027C"
"478","XIII",675048,675448,401,"*",4.46304752856136,4.51792787867804,4.4059966830913,0.111931195586743,0.833865608944419,0.950486820743347,"530","YMR205C",671887,674766,"-","upstream",-482,282,"NearestLocation","PFK2"
"479","VIII",296803,297203,401,"*",4.24941356907645,4.31080850694259,4.1852893481388,0.125519158803792,0.834240071343677,0.950486820743347,"341","YHR096C",294669,296447,"-","upstream",-556,356,"NearestLocation","HXT5"
"480","XII",522247,522647,401,"*",4.52477990397975,4.58324232763485,4.46384797987812,0.119394347756721,0.836980782145437,0.950486820743347,"450","YLR185W",522663,523288,"+","upstream",-216,16,"NearestLocation","RPL37A"
"481","XI",202994,203394,401,"*",3.89041399837313,3.9561052046344,3.82158833963826,0.134516864996138,0.838723603481439,0.950486820743347,"398","tK(CUU)K",202999,203071,"+","includeFeature",195,5,"NearestLocation","tK(CUU)K"
"482","II",341556,341956,401,"*",3.97234739953191,4.03226493061578,3.90983315836308,0.122431772252702,0.839339703836623,0.950486820743347,"33","YBR053C",339675,340751,"-","upstream",-1005,805,"NearestLocation","YBR053C"
"483","X",294462,294862,401,"*",5.16971606554863,5.2116309938426,5.12654684167487,0.0850841521677239,0.84260935741208,0.950486820743347,"365","YJL077W-A",294799,294885,"+","overlapStart",-137,23,"NearestLocation","YJL077W-A"
"484","XV",79831,80231,401,"*",4.3645910642073,4.41426471930043,4.31314591191426,0.101118807386175,0.844596432656478,0.950486820743347,"592","YOL127W",80348,81190,"+","upstream",-317,117,"NearestLocation","RPL25"
"485","XI",93600,94000,401,"*",4.05337397458077,4.11404861617396,3.99003511508351,0.124013501090444,0.845411397417701,0.950486820743347,"389","YKL186C",92744,93298,"-","upstream",-502,302,"NearestLocation","MTR2"
"486","XIV",405650,406050,401,"*",4.05302006711087,4.11404861617396,3.98929543370972,0.124753182464239,0.845460652705408,0.950486820743347,"567","YNL118C",402652,405564,"-","upstream",-286,86,"NearestLocation","DCP2"
"487","XVI",281662,282062,401,"*",4.62374977658142,4.66906186915715,4.57696824740735,0.0920936217498047,0.847895009910456,0.951254112358218,"670","YPL143W",282122,282970,"+","upstream",-260,60,"NearestLocation","RPL33A"
"488","XII",187309,187709,401,"*",4.19984243970627,4.14918586345182,4.24878050924421,-0.0995946457923891,0.854118488499162,0.952590173244423,"435","YLR023C",185498,187129,"-","upstream",-380,180,"NearestLocation","IZH3"
"489","XIII",69718,70118,401,"*",4.70146600008373,4.74500091204727,4.6565763886576,0.088424523389663,0.856091954507036,0.952590173244423,"491","YML101C-A",69409,69726,"-","overlapStart",-192,8,"NearestLocation","YML101C-A"
"490","XIV",87270,87670,401,"*",3.85111046745055,3.78989576734576,3.90983315836308,-0.119937391017322,0.859406565889236,0.952590173244423,"549","YNL289W",87897,88736,"+","upstream",-427,227,"NearestLocation","PCL1"
"491","XII",241843,242243,401,"*",3.68659569669364,3.74466467741899,3.62609103973425,0.118573637684741,0.86041155029898,0.952590173244423,"437","YLR048W",242232,243349,"+","overlapStart",-189,11,"NearestLocation","RPS0B"
"492","IV",330544,330944,401,"*",4.39010440577339,4.34151334332571,4.43711206967455,-0.0955987263488414,0.860789622657196,0.952590173244423,"91","YDL070W",331024,332940,"+","upstream",-280,80,"NearestLocation","BDF2"
"493","XIV",495012,495412,401,"*",4.46055817778423,4.51158656590078,4.4076585167279,0.103928049172887,0.861127262835086,0.952590173244423,"572","YNL069C",493956,495001,"-","upstream",-211,11,"NearestLocation","RPL16B"
"494","IV",976239,976639,401,"*",4.3350199770154,4.38594788813971,4.28222829033716,0.103719597802553,0.861366068256007,0.952590173244423,"125","YDR259C",974631,975782,"-","upstream",-657,457,"NearestLocation","YAP6"
"495","XVI",40279,40679,401,"*",4.82446323253413,4.77872024351309,4.8688003277977,-0.0900800842846081,0.864645572866269,0.954273467614601,"655","YPL265W",41043,42869,"+","upstream",-564,364,"NearestLocation","DIP5"
"496","II",624902,625302,401,"*",4.61913430771159,4.66335249822338,4.57351787362193,0.0898346246014432,0.866607732794106,0.954498983584583,"55","YBR201C-A",624493,624696,"-","upstream",-406,206,"NearestLocation","YBR201C-A"
"497","VII",23226,23626,401,"*",4.73590262226381,4.69307079880061,4.77749940094796,-0.0844286021473515,0.869917438631642,0.956204795904821,"253","YGL253W",23935,25395,"+","upstream",-509,309,"NearestLocation","HXK2"
"498","I",45251,45651,401,"*",4.3942114310837,4.44328017077755,4.34341483223219,0.0998653385453618,0.875431389055371,0.960321705569832,"3","YAL054C",42881,45022,"-","upstream",-429,229,"NearestLocation","ACS1"
"499","XV",770094,770494,401,"*",4.5046820685712,4.45654580595685,4.55126396277207,-0.0947181568152216,0.880972494788254,0.964451743286334,"632","YOR230W",770800,772113,"+","upstream",-506,306,"NearestLocation","WTM1"
"500","IX",267858,268258,401,"*",4.09866868279529,4.05096481173796,4.14484554414978,-0.0938807324118205,0.885163438084284,0.966979380135708,"171","YIL047C",265115,267823,"-","upstream",-235,35,"NearestLocation","SYG1"
"501","XV",511297,511697,401,"*",4.50781130852701,4.46354183815212,4.55076270388961,-0.0872208657374882,0.886842967417279,0.966979380135708,"622","YOR098C",507948,511178,"-","upstream",-319,119,"NearestLocation","NUP1"
"502","XV",978640,979040,401,"*",5.91413984391855,5.93878522255416,5.88906612346009,0.0497190990940668,0.889579444894408,0.968019315786901,"649","YOR344C",977194,978069,"-","upstream",-771,571,"NearestLocation","TYE7"
"503","IV",541828,542228,401,"*",3.66808310696447,3.70978573664746,3.6251390446203,0.0846466920271634,0.895493001478929,0.972185980332483,"105","snR47",541602,541700,"-","upstream",-328,128,"NearestLocation","snR47"
"504","IV",1242555,1242955,401,"*",4.61971412089645,4.58286619360248,4.65564430537608,-0.0727781117735962,0.896989274671407,0.972185980332483,"139","YDR385W",1243230,1245758,"+","upstream",-475,275,"NearestLocation","EFT2"
"505","VII",122216,122616,401,"*",3.90128369502342,3.93612561250464,3.86557945664018,0.0705461558644607,0.906743481443733,0.974955749676301,"258","tK(CUU)G1",122269,122341,"+","includeFeature",147,53,"NearestLocation","tK(CUU)G1"
"506","XIV",198273,198673,401,"*",4.51664525696666,4.48432865490687,4.54825379373716,-0.0639251388302924,0.907518427195184,0.974955749676301,"555","YNL241C",196426,197943,"-","upstream",-530,330,"NearestLocation","ZWF1"
"507","XI",258581,258981,401,"*",5.09442165239973,5.11822832067183,5.07021553709489,0.0480127835769419,0.907850484288773,0.974955749676301,"403","YKL097C",258503,258913,"-","overlapStart",132,68,"NearestLocation","YKL097C"
"508","II",140568,140968,401,"*",4.62453527237791,4.59565947635912,4.65284443692418,-0.0571849605650652,0.912295399819958,0.974955749676301,"22","YBL041W",141247,141972,"+","upstream",-479,279,"NearestLocation","PRE7"
"509","V",354864,355264,401,"*",4.94924805501451,4.92662406517963,4.97152273178289,-0.0448986666032605,0.913719865331858,0.974955749676301,"218","tE(UUC)E2",354934,355005,"+","includeFeature",130,70,"NearestLocation","tE(UUC)E2"
"510","XV",882032,882432,401,"*",5.03557744242445,5.06022463696177,5.01050184239024,0.0497227945715322,0.91428457408196,0.974955749676301,"641","YOR302W",882765,882842,"+","upstream",-533,333,"NearestLocation","YOR302W"
