chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end	SPT5_T0_R1.summit	SPT5_T0_R2.summit	SPT5_T15_R1.summit	SPT5_T15_R2.summit
XIII	599238	599487	Interval_962	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.69819	NA	NA	NA	2.77222	NA	NA	NA	4.70831	NA	NA	NA	599238	NA	NA	NA	599487	NA	NA	NA	21
XIII	600855	601498	Interval_963	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.48036	4.93093	NA	NA	4.27065	5.02375	NA	NA	6.38557	7.37546	NA	NA	600855	601025	NA	NA	601498	601237	NA	NA	199	145
XIII	601518	601721	Interval_964	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.01167	NA	NA	NA	1.58373	NA	NA	NA	3.24352	NA	NA	NA	601518	NA	NA	NA	601721	NA	NA	NA	24
XIII	608336	608513	Interval_965	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.93979	NA	NA	NA	3.45059	NA	NA	NA	5.52337	NA	NA	NA	608336	NA	NA	NA	608513	NA	NA	NA	7
XIII	625673	626163	Interval_966	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.51032	NA	3.37314	NA	2.18348	NA	2.10172	NA	4.09538	NA	3.88733	NA	625673	NA	625983	NA	626113	NA	626163	NA	436	NA	24
XIII	628001	628289	Interval_967	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.55981	NA	NA	NA	2.33383	NA	NA	NA	4.17099	NA	NA	NA	628001	NA	NA	NA	628289	NA	NA	NA	128	NA
XIII	652032	652292	Interval_968	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.13205	NA	NA	NA	3.18279	NA	NA	NA	5.1944	NA	NA	NA	652032	NA	NA	NA	652292	NA	NA	NA	143
XIII	652313	654127	Interval_969	6	4	TRUE	TRUE	TRUE	TRUE	3.54675;8.84257	3.52745;4.70327	11.7948	9.52351	2.57984;12.2918	2.14847;3.92038	20.3081	13.3252	4.47481;15.5244	4.04247;6.10956	24.4314	17.0826	652313;652959	652865;653398	652747	652752	652772;654127	653192;653723	653877	653739	401;471	106;161	707	705
XIII	661708	662271	Interval_970	3	3	TRUE	FALSE	TRUE	TRUE	6.99149	NA	7.76414	4.52002	8.2402	NA	10.7228	4.20451	10.9956	NA	13.7566	6.44833	661821	NA	661708	661708	662264	NA	662270	662271	129	NA	232	214
XIII	667168	667361	Interval_971	1	1	TRUE	FALSE	FALSE	FALSE	3.48074	NA	NA	NA	2.20485	NA	NA	NA	4.05035	NA	NA	NA	667168	NA	NA	NA	667361	NA	NA	NA	155	NA	NA	NA
XIII	675004	675486	Interval_972	3	3	TRUE	FALSE	TRUE	TRUE	6.27796	NA	6.03061	5.75275	7.52721	NA	8.22265	6.68884	10.1789	NA	10.8781	9.32961	675014	NA	675146	675004	675435	NA	675380	675486	238	NA	98	251
XIII	683868	684306	Interval_973	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.77433	NA	NA	NA	2.77544	NA	NA	NA	4.64244	NA	NA	NA	683868	NA	NA	NA	684306	NA	NA	NA	231	NA
XIII	751388	751610	Interval_974	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.14194	NA	NA	NA	2.23216	NA	NA	NA	4.02368	NA	NA	NA	751388	NA	NA	NA	751610	NA	NA	NA	69	NA
XIII	754266	754593	Interval_975	2	2	TRUE	FALSE	FALSE	TRUE	6.36712	NA	NA	5.29084	7.07972	NA	NA	5.02375	9.67266	NA	NA	7.41575	754266	NA	NA	754352	754579	NA	NA	754593	88	NA	NA	125
XIII	758729	759454	Interval_976	4	4	TRUE	TRUE	TRUE	TRUE	7.1017	4.8049	6.92419	4.21421	9.0327	4.42935	9.52283	3.59602	11.8758	6.64571	12.3771	5.72236	758915	758729	759008	759030	759406	759454	759302	759331	256	527	79	265
XIII	763251	763502	Interval_977	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.28728	NA	NA	NA	2.10172	NA	NA	NA	3.90276	NA	NA	NA	763251	NA	NA	NA	763502	NA	NA	NA	211
XIII	768208	768413	Interval_978	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.70359	NA	NA	NA	2.4887	NA	NA	NA	4.39254	NA	NA	NA	768208	NA	NA	NA	768413	NA	NA	NA	9
XIII	773010	773413	Interval_979	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.00378	NA	NA	NA	4.66178	NA	NA	NA	6.95899	NA	NA	NA	773010	NA	NA	NA	773413	NA	NA	NA	287
XIII	773676	774709	Interval_980	4	4	TRUE	TRUE	TRUE	TRUE	7.73972	5.44816	9.13428	10.6013	9.63459	5.33638	13.8533	16.7822	12.5575	7.66918	17.3698	20.8041	773980	773886	773676	773799	774568	774498	774709	774609	312	271	518	446
XIII	775267	775817	Interval_981	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.23267	NA	NA	NA	3.2911	NA	NA	NA	5.35199	NA	NA	NA	775267	NA	NA	NA	775817	NA	NA	NA	237
XIII	777401	777902	Interval_982	2	2	FALSE	TRUE	TRUE	FALSE	NA	2.93954	2.53769	NA	NA	1.3745	1.31352	NA	NA	3.10224	2.88861	NA	NA	777403	777401	NA	NA	777902	777829	NA	NA	213	84	NA
XIII	797949	798344	Interval_983	4	4	TRUE	TRUE	TRUE	TRUE	5.96699	5.13718	7.09483	4.60404	6.52455	4.73013	10.8562	3.95568	9.02714	6.96702	13.9405	6.11204	797997	797949	798011	797990	798344	798324	798221	798311	291	122	107	95
XIII	807956	808403	Interval_984	1	1	TRUE	FALSE	FALSE	FALSE	4.62972	NA	NA	NA	3.90613	NA	NA	NA	5.98848	NA	NA	NA	807956	NA	NA	NA	808403	NA	NA	NA	181	NA	NA	NA
XIII	851763	852473	Interval_985	4	4	TRUE	TRUE	TRUE	TRUE	4.16121	4.0101	7.54866	6.349	3.2198	2.88888	10.0462	6.92465	5.23994	4.87673	12.9925	9.64322	851763	851804	851849	852157	852281	852243	852415	852473	261	95	483	117
XIII	861095	861929	Interval_986	5	4	TRUE	TRUE	TRUE	TRUE	4.76257	4.58297	4.48121	6.74629;5.16506	4.19382	3.7935	4.06442	7.99224;4.89588	6.36271	5.9121	6.13912	10.9343;7.21483	861144	861098	861117	861095;861748	861757	861747	861747	861505;861929	303	254	522	213;33
XIII	872736	873107	Interval_987	3	3	TRUE	FALSE	TRUE	TRUE	4.68136	NA	4.5769	4.81878	4.07219	NA	3.99637	4.39277	6.23399	NA	6.06936	6.66751	872736	NA	872789	872736	872928	NA	873107	872920	53	NA	118	66
XIII	880510	880987	Interval_988	4	4	TRUE	TRUE	TRUE	TRUE	4.68136	5.87909	4.48036	4.76175	4.07219	5.94924	4.27065	4.13459	6.23399	8.37892	6.38557	6.36142	880643	880510	880580	880537	880927	880987	880972	880817	111	217	174	175
XIII	886392	886883	Interval_989	3	3	TRUE	FALSE	TRUE	TRUE	4.62972	NA	6.04038	5.78253	3.90613	NA	6.72159	6.15083	5.98848	NA	9.1449	8.73211	886392	NA	886545	886674	886779	NA	886773	886883	63	NA	63	91
XIII	901204	901643	Interval_990	3	3	TRUE	FALSE	TRUE	TRUE	3.91361	NA	2.84956	3.76772	2.80276	NA	1.41077	2.71453	4.72229	NA	3.00302	4.63233	901404	NA	901204	901445	901643	NA	901472	901631	65	NA	188	32
XIII	903947	904267	Interval_991	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.07562	NA	NA	NA	2.98352	NA	NA	NA	4.98281	NA	NA	NA	903947	NA	NA	NA	904267	NA	NA	NA	252	NA	NA
XIII	904348	904602	Interval_992	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.27435	NA	NA	NA	3.58637	NA	NA	NA	5.59728	NA	NA	NA	904348	NA	NA	NA	904602	NA	NA	NA	56	NA
XIII	914759	915761	Interval_993	4	4	TRUE	TRUE	TRUE	TRUE	8.84257	8.23073	4.48036	5.29084	12.2918	10.5061	4.27065	5.02375	15.5244	13.3845	6.38557	7.41575	914759	914891	915091	914894	915475	915697	915761	915437	528	461	246	460
XIII	923374	924296	Interval_994	4	4	TRUE	TRUE	TRUE	TRUE	9.45801	13.7489	7.17233	6.16366	16.2906	23.4862	9.18111	7.5405	19.9492	27.1633	11.9903	10.3521	923374	923772	923826	923772	924296	924217	924284	924206	864	302	380	267
XIV	6570	7336	Interval_995	3	3	TRUE	TRUE	FALSE	TRUE	10.1932	9.99445	NA	8.46534	20.0901	14.2628	NA	11.0408	24.0062	17.4617	NA	14.4932	6593	6570	NA	6593	7194	7336	NA	7150	163	89	NA	160
XIV	23449	23787	Interval_996	1	1	TRUE	FALSE	FALSE	FALSE	3.9926	NA	NA	NA	2.91586	NA	NA	NA	4.84857	NA	NA	NA	23449	NA	NA	NA	23787	NA	NA	NA	329	NA	NA	NA
XIV	57590	58053	Interval_997	2	2	TRUE	FALSE	FALSE	TRUE	3.69904	NA	NA	4.60404	2.62692	NA	NA	3.95568	4.5275	NA	NA	6.11204	57590	NA	NA	57772	57873	NA	NA	58053	252	NA	NA	47
XIV	59884	60188	Interval_998	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.85938	3.22347	NA	NA	5.04424	2.15875	NA	NA	7.26105	3.97391	NA	NA	59930	59884	NA	NA	60188	60113	NA	NA	181	81
XIV	62962	63664	Interval_999	4	4	TRUE	TRUE	TRUE	TRUE	8.46679	4.95643	4.97615	6.85544	11.3758	4.45465	4.95844	8.1489	14.4956	6.67305	7.16832	11.1107	63108	62962	63135	63062	63508	63664	63405	63401	83	219	131	167
XIV	68500	68738	Interval_1000	2	2	TRUE	FALSE	FALSE	TRUE	4.69845	NA	NA	5.68157	3.99502	NA	NA	5.8124	6.10158	NA	NA	8.28819	68500	NA	NA	68558	68684	NA	NA	68738	62	NA	NA	56
XIV	87069	87666	Interval_1001	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.95125	5.68539	4.01556	NA	2.81333	6.77839	3.02154	NA	4.7823	9.22016	5.01339	NA	87069	87394	87281	NA	87496	87648	87666	NA	167	110	132
XIV	88941	90087	Interval_1002	2	2	TRUE	TRUE	FALSE	FALSE	4.80345	5.4775	NA	NA	4.45767	5.38215	NA	NA	6.64343	7.71672	NA	NA	89098	88941	NA	NA	89575	90087	NA	NA	133	475	NA	NA
XIV	96178	96458	Interval_1003	2	2	TRUE	FALSE	TRUE	FALSE	5.82953	NA	4.48036	NA	6.60366	NA	4.27065	NA	9.11992	NA	6.38557	NA	96272	NA	96178	NA	96438	NA	96458	NA	23	NA	107	NA
XIV	104601	104942	Interval_1004	2	2	TRUE	TRUE	FALSE	FALSE	3.98112	4.58297	NA	NA	2.89862	3.7935	NA	NA	4.83013	5.9121	NA	NA	104701	104601	NA	NA	104908	104942	NA	NA	132	233	NA	NA
XIV	107233	107532	Interval_1005	2	2	TRUE	FALSE	TRUE	FALSE	3.53383	NA	4.88766	NA	2.42169	NA	5.07689	NA	4.27626	NA	7.30629	NA	107244	NA	107233	NA	107532	NA	107532	NA	282	NA	147	NA
XIV	112673	113074	Interval_1006	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.8072	NA	NA	NA	8.69065	NA	NA	NA	11.3984	NA	NA	NA	112673	NA	NA	NA	113074	NA	NA	NA	188	NA
XIV	116554	116982	Interval_1007	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.41177	NA	NA	NA	2.09544	NA	NA	NA	3.94571	NA	NA	NA	116554	NA	NA	NA	116982	NA	NA	NA	180	NA	NA
XIV	137957	138416	Interval_1008	3	3	TRUE	FALSE	TRUE	TRUE	5.88865	NA	5.08545	4.3369	5.93978	NA	4.88996	3.57123	8.39498	NA	7.0883	5.69441	137988	NA	137957	137962	138416	NA	138201	138403	307	NA	118	128
XIV	198050	198901	Interval_1009	4	4	TRUE	TRUE	TRUE	TRUE	7.65107	5.87909	3.90216	7.40717	9.83464	5.94924	3.47798	8.90295	12.7693	8.37892	5.4627	12.0086	198050	198150	198205	198098	198868	198901	198841	198870	467	416	496	405
XIV	217308	217665	Interval_1010	3	3	TRUE	FALSE	TRUE	TRUE	4.03583	NA	2.82775	5.29084	3.2198	NA	1.65276	5.02375	5.22847	NA	3.35254	7.41575	217324	NA	217308	217323	217500	NA	217500	217665	114	NA	187	174
XIV	239934	240313	Interval_1011	1	1	TRUE	FALSE	FALSE	FALSE	4.52384	NA	NA	NA	3.75022	NA	NA	NA	5.8161	NA	NA	NA	239934	NA	NA	NA	240313	NA	NA	NA	160	NA	NA	NA
XIV	273829	274372	Interval_1012	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.39872	2.87637	NA	NA	4.88996	1.49942	NA	NA	7.07478	3.14634	NA	NA	273829	274074	NA	NA	274372	274296	NA	NA	355	181
XIV	275861	276247	Interval_1013	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.06836	6.19808	NA	NA	3.13633	6.74612	NA	NA	5.09525	9.39882	NA	NA	275861	276023	NA	NA	276187	276247	NA	NA	48	60
XIV	281468	282049	Interval_1014	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	3.5672	8.13671	6.349	9.22344	2.40091	10.8562	6.92465	12.1038	4.32692	13.9525	9.64322	281626	281647	281468	281623	282049	282049	281964	281985	150	134	312	234
XIV	301201	301552	Interval_1015	3	3	TRUE	FALSE	TRUE	TRUE	4.41037	NA	3.74958	3.89523	3.58319	NA	2.7448	3.0205	5.63365	NA	4.60461	5.01177	301344	NA	301204	301201	301529	NA	301472	301552	52	NA	162	145
XIV	301780	302569	Interval_1016	4	4	TRUE	TRUE	TRUE	TRUE	4.25617	4.01179	4.92934	6.71458	3.3582	2.99177	4.89598	7.71265	5.38898	5.00755	7.09447	10.5438	301780	301833	301818	301826	302102	302050	302431	302569	55	55	107	552
XIV	310223	310422	Interval_1017	1	1	TRUE	FALSE	FALSE	FALSE	3.63613	NA	NA	NA	2.42511	NA	NA	NA	4.28822	NA	NA	NA	310223	NA	NA	NA	310422	NA	NA	NA	149	NA	NA	NA
XIV	317827	318296	Interval_1018	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.85478	NA	NA	NA	6.44755	NA	NA	NA	8.84753	NA	NA	NA	317827	NA	NA	NA	318296	NA	NA	NA	84	NA
XIV	330952	331248	Interval_1019	4	4	TRUE	TRUE	TRUE	TRUE	7.28211	5.2184	5.70227	5.34184	8.96454	5.74891	6.77839	5.84287	11.804	8.13748	9.24761	8.3367	331025	330952	330988	331040	331241	331248	331225	331229	77	136	157	125
XIV	335785	336174	Interval_1020	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	8.18253	7.69797	NA	NA	11.2991	9.63503	NA	NA	14.4406	12.846	NA	NA	335785	335835	NA	NA	336174	336163	NA	NA	199	79
XIV	340177	340408	Interval_1021	1	1	TRUE	FALSE	FALSE	FALSE	4.97553	NA	NA	NA	4.5117	NA	NA	NA	6.70389	NA	NA	NA	340177	NA	NA	NA	340408	NA	NA	NA	35	NA	NA	NA
XIV	349798	350768	Interval_1022	4	4	TRUE	TRUE	TRUE	TRUE	6.97849	6.57167	3.74347	10.2656	11.4887	8.03194	4.29326	17.8181	14.6182	10.6524	6.40944	21.8656	349858	349942	349907	349798	350216	350563	350227	350768	179	152	265	239
XIV	351510	351725	Interval_1023	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.83793	NA	NA	NA	1.57473	NA	NA	NA	3.22139	NA	NA	NA	351510	NA	NA	NA	351725	NA	NA	NA	40	NA
XIV	355341	355984	Interval_1024	4	4	TRUE	TRUE	TRUE	TRUE	8.82074	5.05032	7.05359	5.07867	11.897	5.24111	9.02329	6.28111	15.0836	7.56605	11.7978	8.87589	355341	355346	355366	355369	355984	355984	355802	355850	94	80	69	271
XIV	373794	374036	Interval_1025	1	1	TRUE	FALSE	FALSE	FALSE	4.71092	NA	NA	NA	3.99502	NA	NA	NA	6.12222	NA	NA	NA	373794	NA	NA	NA	374036	NA	NA	NA	23	NA	NA	NA
XIV	374764	375183	Interval_1026	4	4	TRUE	TRUE	TRUE	TRUE	6.76196	3.5672	3.30254	2.87637	7.93042	2.40091	2.04594	1.49942	10.6208	4.32692	3.78099	3.14634	374764	374799	374887	374982	375126	375183	375087	375172	122	239	12	98
XIV	392489	392749	Interval_1027	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.90216	NA	NA	NA	3.47798	NA	NA	NA	5.4627	NA	NA	NA	392489	NA	NA	NA	392749	NA	NA	NA	235	NA
XIV	398184	398378	Interval_1028	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.1745	NA	NA	NA	1.7468	NA	NA	NA	3.48938	NA	NA	NA	398184	NA	NA	NA	398378	NA	NA	NA	102
XIV	405735	405951	Interval_1029	2	2	TRUE	FALSE	FALSE	TRUE	5.96452	NA	NA	5.34184	6.27289	NA	NA	5.84287	8.74519	NA	NA	8.3367	405735	NA	NA	405756	405934	NA	NA	405951	112	NA	NA	91
XIV	412354	412702	Interval_1030	1	1	TRUE	FALSE	FALSE	FALSE	5.25455	NA	NA	NA	4.9136	NA	NA	NA	7.16073	NA	NA	NA	412354	NA	NA	NA	412702	NA	NA	NA	290	NA	NA	NA
XIV	415584	416625	Interval_1031	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.11536	NA	NA	NA	2.99815	NA	NA	NA	5.04767	NA	NA	NA	415584	NA	NA	NA	416625	NA	NA	NA	977	NA	NA
XIV	426976	427485	Interval_1032	4	4	TRUE	TRUE	TRUE	TRUE	6.28286	5.79671	8.40884	6.98548	6.97759	6.60011	12.3843	9.29442	9.53593	9.06731	15.7	12.4784	426976	427045	426984	427065	427449	427462	427478	427485	207	160	195	163
XIV	437474	437713	Interval_1033	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.88181	NA	NA	NA	2.8356	NA	NA	NA	4.80715	NA	NA	NA	437474	NA	NA	NA	437713	NA	NA	NA	28
XIV	440695	441231	Interval_1034	3	3	TRUE	FALSE	TRUE	TRUE	4.93268	NA	4.71292	4.14481	4.86205	NA	5.63325	5.57273	7.09975	NA	7.91633	8.0237	440849	NA	440884	440695	441146	NA	441231	441231	256	NA	212	414
XIV	442519	442780	Interval_1035	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.83793	NA	NA	NA	1.57473	NA	NA	NA	3.22139	NA	NA	NA	442519	NA	NA	NA	442780	NA	NA	NA	243	NA
XIV	442783	442952	Interval_1036	1	1	TRUE	FALSE	FALSE	FALSE	2.60112	NA	NA	NA	1.37254	NA	NA	NA	2.99077	NA	NA	NA	442783	NA	NA	NA	442952	NA	NA	NA	157	NA	NA	NA
XIV	444508	444696	Interval_1037	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.22744	NA	NA	NA	3.2911	NA	NA	NA	5.34376	NA	NA	NA	444508	NA	NA	NA	444696	NA	NA	NA	106
XIV	466510	466685	Interval_1038	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.87637	NA	NA	NA	1.49942	NA	NA	NA	3.14634	NA	NA	NA	466510	NA	NA	NA	466685	NA	NA	NA	123
XIV	479318	479853	Interval_1039	2	2	TRUE	TRUE	FALSE	FALSE	3.80604	4.81314	NA	NA	2.6498	4.23993	NA	NA	4.55239	6.44323	NA	NA	479598	479318	NA	NA	479853	479833	NA	NA	49	6	NA	NA
XIV	483168	483505	Interval_1040	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.54056	NA	NA	NA	2.44316	NA	NA	NA	4.28647	NA	NA	NA	483168	NA	NA	NA	483505	NA	NA	NA	302	NA
XIV	490980	491388	Interval_1041	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.35883	2.82775	6.349	NA	1.96122	1.65276	6.92465	NA	3.77426	3.35254	9.64322	NA	490980	491176	491011	NA	491366	491372	491388	NA	366	6	152
XIV	495054	495475	Interval_1042	4	4	TRUE	TRUE	TRUE	TRUE	5.4372	6.51916	7.37816	4.52002	5.32119	7.64125	9.81478	4.20451	7.65142	10.2275	12.7149	6.44833	495054	495054	495056	495192	495332	495429	495427	495475	127	175	185	51
XIV	498696	498861	Interval_1043	1	1	TRUE	FALSE	FALSE	FALSE	3.64106	NA	NA	NA	2.42511	NA	NA	NA	4.29582	NA	NA	NA	498696	NA	NA	NA	498861	NA	NA	NA	79	NA	NA	NA
XIV	499089	499442	Interval_1044	1	1	TRUE	FALSE	FALSE	FALSE	3.97556	NA	NA	NA	3.14281	NA	NA	NA	5.13555	NA	NA	NA	499089	NA	NA	NA	499442	NA	NA	NA	301	NA	NA	NA
XIV	500544	500969	Interval_1045	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.11536	NA	6.26441	NA	2.99815	NA	7.06796	NA	5.04767	NA	9.81729	NA	500694	NA	500544	NA	500892	NA	500969	NA	130	NA	197
XIV	502813	503534	Interval_1046	4	4	TRUE	TRUE	TRUE	TRUE	6.24181	5.87909	6.31329	8.46534	6.91921	5.94924	7.6819	11.0408	9.46949	8.37892	10.2358	14.4932	503212	502813	503116	503070	503534	503491	503495	503500	182	303	182	151
XIV	507323	507698	Interval_1047	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.73732	4.23267	NA	NA	2.72671	3.2911	NA	NA	4.5859	5.35199	NA	NA	507500	507323	NA	NA	507698	507510	NA	NA	134	79
XIV	515067	515338	Interval_1048	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.43723	NA	NA	NA	2.05403	NA	NA	NA	3.89795	NA	NA	NA	515067	NA	NA	NA	515338	NA	NA	NA	164	NA	NA
XIV	518824	519208	Interval_1049	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.29084	NA	NA	NA	5.02375	NA	NA	NA	7.41575	NA	NA	NA	518824	NA	NA	NA	519208	NA	NA	NA	94
XIV	559057	559988	Interval_1050	4	4	TRUE	TRUE	TRUE	TRUE	9.39823	7.83728	9.43583	9.0068	13.1167	9.91353	14.259	12.5859	16.4487	12.7201	17.8675	16.2284	559332	559259	559261	559057	559988	559583	559692	559686	105	137	177	288
XIV	560430	560697	Interval_1051	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.02584	NA	NA	NA	1.50989	NA	NA	NA	3.26474	NA	NA	NA	560430	NA	NA	NA	560697	NA	NA	NA	136	NA	NA
XIV	568017	568306	Interval_1052	2	2	TRUE	TRUE	FALSE	FALSE	4.12206	4.0131	NA	NA	3.07073	3.13331	NA	NA	5.05863	5.19342	NA	NA	568017	568017	NA	NA	568290	568306	NA	NA	265	225	NA	NA
XIV	569465	570026	Interval_1053	3	3	TRUE	TRUE	FALSE	TRUE	6.24181	5.72872	NA	7.40717	6.91921	5.74311	NA	8.90295	9.46949	8.12826	NA	12.0086	569465	569560	NA	569779	570021	570019	NA	570026	354	202	NA	211
XIV	576088	576606	Interval_1054	4	4	TRUE	TRUE	TRUE	TRUE	6.24181	7.44733	3.25844	5.81992	6.91921	9.02958	2.09149	5.96222	9.46949	11.7519	3.85911	8.51083	576090	576195	576195	576088	576606	576525	576531	576589	283	207	57	212
XIV	578681	579188	Interval_1055	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.10162	3.28728	NA	NA	2.33383	2.10172	NA	NA	4.1403	3.90276	NA	NA	578681	578857	NA	NA	578968	579188	NA	NA	275	309
XIV	586443	587249	Interval_1056	4	4	TRUE	TRUE	TRUE	TRUE	3.64106	3.00884	4.62628	3.22347	2.42511	1.48777	4.2633	2.15875	4.29582	3.23929	6.36581	3.97391	586443	586973	586547	586459	586882	587249	586980	586982	380	60	393	484
XIV	602232	602448	Interval_1057	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.00302	NA	NA	NA	3.00551	NA	NA	NA	4.99398	NA	NA	NA	602232	NA	NA	NA	602448	NA	NA	NA	195
XIV	604764	605154	Interval_1058	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.01416	NA	NA	NA	6.93708	NA	NA	NA	9.41579	NA	NA	NA	604764	NA	NA	NA	605154	NA	NA	NA	43	NA
XIV	619823	619988	Interval_1059	1	1	TRUE	FALSE	FALSE	FALSE	5.20151	NA	NA	NA	4.9627	NA	NA	NA	7.27291	NA	NA	NA	619823	NA	NA	NA	619988	NA	NA	NA	107	NA	NA	NA
XIV	631336	632325	Interval_1060	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.59805	NA	NA	NA	5.56873	NA	NA	NA	7.91319	NA	NA	NA	631336	NA	NA	NA	632325	NA	NA	NA	552	NA	NA
XIV	632530	632789	Interval_1061	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.63135	NA	NA	NA	3.85208	NA	NA	NA	5.99114	NA	NA	NA	632530	NA	NA	NA	632789	NA	NA	NA	175	NA	NA
XIV	633817	634202	Interval_1062	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.93979	NA	NA	NA	3.45059	NA	NA	NA	5.52337	NA	NA	NA	633817	NA	NA	NA	634202	NA	NA	NA	253
XIV	651841	652335	Interval_1063	3	3	TRUE	FALSE	TRUE	TRUE	4.92299	NA	8.23905	6.26441	4.6303	NA	12.5555	7.06796	6.83148	NA	15.8843	9.81729	651908	NA	651911	651841	652215	NA	652325	652335	119	NA	215	288
XIV	661992	662574	Interval_1064	4	4	TRUE	TRUE	TRUE	TRUE	6.27796	6.05169	3.58027	4.13205	7.52721	6.67837	3.60509	3.18279	10.1789	9.16306	5.61697	5.1944	661992	662021	662004	662341	662559	662574	662505	662574	48	323	291	107
XIV	663444	664369	Interval_1065	4	4	TRUE	TRUE	TRUE	TRUE	7.63305	5.87909	6.93942	7.93625	9.47864	5.94924	8.84626	9.94222	12.3806	8.37892	11.6127	13.237	663457	663658	663542	663444	664091	664369	664083	664098	520	312	402	534
XIV	664968	665250	Interval_1066	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.60514	NA	NA	NA	3.8258	NA	NA	NA	5.94827	NA	NA	NA	664968	NA	NA	NA	665250	NA	NA	NA	261	NA	NA
XIV	692074	692288	Interval_1067	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.37314	NA	NA	NA	2.10172	NA	NA	NA	3.88733	NA	NA	NA	692074	NA	NA	NA	692288	NA	NA	NA	68
XIV	708003	708499	Interval_1068	2	2	TRUE	TRUE	FALSE	FALSE	3.31413	5.87909	NA	NA	2.02288	5.94924	NA	NA	3.79841	8.37892	NA	NA	708298	708003	NA	NA	708499	708420	NA	NA	54	363	NA	NA
XIV	739090	739758	Interval_1069	2	2	TRUE	FALSE	TRUE	FALSE	4.71092	NA	9.1538	NA	3.99502	NA	13.0338	NA	6.12222	NA	16.4706	NA	739173	NA	739090	NA	739542	NA	739758	NA	292	NA	406	NA
XIV	763098	763286	Interval_1070	1	1	TRUE	FALSE	FALSE	FALSE	3.12091	NA	NA	NA	1.68833	NA	NA	NA	3.40792	NA	NA	NA	763098	NA	NA	NA	763286	NA	NA	NA	147	NA	NA	NA
