PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_944	XIII	407642	408881	+	0	NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	552	YMR069W	YMR069W	YMR069W			NAT4			protein_coding
Interval_917	XIII	146007	146362	+	0	NA	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-298	YML063W	YML063W	YML063W			RPS1B			protein_coding
Interval_40	II	164937	165704	+	0	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-548	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
Interval_1062	XIV	633818	634202	+	0	NA	promoter-TSS (YNR002C)	protein_coding-promoter-TSS (YNR002C)	-154	YNR002C	YNR002C	YNR002C			ATO2			protein_coding
Interval_634	VIII	540825	541040	+	0	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	132	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
Interval_1000	XIV	68501	68738	+	0	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-296	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
Interval_832	XII	494000	494269	+	0	NA	promoter-TSS (YLR163C)	protein_coding-promoter-TSS (YLR163C)	251	YLR164W	YLR164W	YLR164W			SHH4			protein_coding
Interval_415	V	362290	362643	+	0	NA	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-634	YER102W	YER102W	YER102W			RPS8B			protein_coding
Interval_1048	XIV	515068	515338	+	0	NA	promoter-TSS (YNL059C)	protein_coding-promoter-TSS (YNL059C)	-268	YNL059C	YNL059C	YNL059C			ARP5			protein_coding
Interval_1136	XV	683521	683889	+	0	NA	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-167	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
Interval_53	II	281017	281255	+	0	NA	promoter-TSS (YBR021W)	protein_coding-promoter-TSS (YBR021W)	-307	YBR021W	YBR021W	YBR021W			FUR4			protein_coding
Interval_167	IV	234161	234816	+	0	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-439	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
Interval_75	II	454740	454928	+	0	NA	promoter-TSS (YBR107C)	protein_coding-promoter-TSS (YBR107C)	12	YBR108W	YBR108W	YBR108W			AIM3			protein_coding
Interval_579	VIII	14	419	+	0	NA	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-595	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
Interval_482	VII	271018	272242	+	0	NA	promoter-TSS (YGL125W)	protein_coding-promoter-TSS (YGL125W)	633	YGL126W	YGL126W	YGL126W			SCS3			protein_coding
Interval_151	IV	70259	70439	+	0	NA	promoter-TSS (YDL216C)	protein_coding-promoter-TSS (YDL216C)	-30	YDL216C	YDL216C	YDL216C			RRI1			protein_coding
Interval_1235	XVI	566825	567065	+	0	NA	promoter-TSS (YPR005C)	protein_coding-promoter-TSS (YPR005C)	-274	YPR005C	YPR005C	YPR005C			HAL1			protein_coding
Interval_341	IX	336086	336369	+	0	NA	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	-15	YIL009C-A	YIL009C-A	YIL009C-A			EST3			protein_coding
Interval_192	IV	483739	483972	+	0	NA	promoter-TSS (YDR018C)	protein_coding-promoter-TSS (YDR018C)	5	YDR018C	YDR018C	YDR018C			YDR018C			protein_coding
Interval_621	VIII	400868	401187	+	0	NA	promoter-TSS (YHR151C)	protein_coding-promoter-TSS (YHR151C)	-179	YHR151C	YHR151C	YHR151C			MTC6			protein_coding
Interval_174	IV	307891	308518	+	0	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-220	YDL082W	YDL082W	YDL082W			RPL13A			protein_coding
Interval_270	IV	1278508	1280019	+	0	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	53	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
Interval_811	XII	241787	242093	+	0	NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-292	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
Interval_868	XII	789863	790126	+	0	NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-682	YLR332W	YLR332W	YLR332W			MID2			protein_coding
Interval_1074	XV	21398	21705	+	0	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-240	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
Interval_925	XIII	223900	224259	+	0	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-251	YML026C	YML026C	YML026C			RPS18B			protein_coding
Interval_335	IX	291849	292338	+	0	NA	promoter-TSS (YIL031W)	protein_coding-promoter-TSS (YIL031W)	224	YIL032C	YIL032C	YIL032C			YIL032C			protein_coding
Interval_378	V	123107	123601	+	0	NA	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-303	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
Interval_523	VII	596353	596561	+	0	NA	promoter-TSS (YGR053C)	protein_coding-promoter-TSS (YGR053C)	-236	YGR054W	YGR054W	YGR054W			YGR054W			protein_coding
Interval_381	V	149950	150165	+	0	NA	promoter-TSS (YEL002C)	protein_coding-promoter-TSS (YEL002C)	-43	YEL002C	YEL002C	YEL002C			WBP1			protein_coding
Interval_442	VI	31853	32180	+	0	NA	Intergenic	Intergenic	-1476	YFL051C	YFL051C	YFL051C			YFL051C			protein_coding
Interval_256	IV	1161671	1162179	+	0	NA	promoter-TSS (YDR343C)	protein_coding-promoter-TSS (YDR343C)	524	YDR344C	YDR344C	YDR344C			YDR344C			protein_coding
Interval_204	IV	541514	542215	+	0	NA	promoter-TSS (YDR042C)	protein_coding-promoter-TSS (YDR042C)	-164	snR47	snR47	snR47			snR47			snoRNA
Interval_100	II	644917	645469	+	0	NA	promoter-TSS (YBR210W)	protein_coding-promoter-TSS (YBR210W)	26	tE(UUC)B	tE(UUC)B	tE(UUC)B			tE(UUC)B			tRNA
Interval_984	XIII	807957	808403	+	0	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	137	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
Interval_427	V	461741	462457	+	0	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-359	YER145C	YER145C	YER145C			FTR1			protein_coding
Interval_1233	XVI	526805	527325	+	0	NA	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	-182	YPL015C	YPL015C	YPL015C			HST2			protein_coding
Interval_958	XIII	551119	551905	+	0	NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-305	YMR142C	YMR142C	YMR142C			RPL13B			protein_coding
Interval_566	VII	958486	958812	+	0	NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-439	YGR233C	YGR233C	YGR233C			PHO81			protein_coding
Interval_1077	XV	43586	43831	+	0	NA	promoter-TSS (YOL151W)	protein_coding-promoter-TSS (YOL151W)	14	YOL151W	YOL151W	YOL151W			GRE2			protein_coding
Interval_773	XI	439385	439890	+	0	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-252	YKL001C	YKL001C	YKL001C			MET14			protein_coding
Interval_225	IV	794094	794392	+	0	NA	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	-354	YDR169C	YDR169C	YDR169C			STB3			protein_coding
Interval_866	XII	783554	784698	+	0	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-228	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
Interval_1178	XVI	22131	22716	+	0	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-515	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
Interval_301	IX	36806	37177	+	0	NA	promoter-TSS (YIL162W)	protein_coding-promoter-TSS (YIL162W)	261	YIL163C	YIL163C	YIL163C			YIL163C			protein_coding
Interval_376	V	99901	100168	+	0	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-99	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
Interval_823	XII	416934	417143	+	0	NA	promoter-TSS (YLR136C)	protein_coding-promoter-TSS (YLR136C)	32	YLR137W	YLR137W	YLR137W			RKM5			protein_coding
Interval_956	XIII	540147	540911	+	0	NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-473	YMR135C	YMR135C	YMR135C			GID8			protein_coding
Interval_613	VIII	341961	342422	+	0	NA	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	-158	YHR117W	YHR117W	YHR117W			TOM71			protein_coding
Interval_904	XIII	46418	46689	+	0	NA	promoter-TSS (YML111W)	protein_coding-promoter-TSS (YML111W)	-389	YML111W	YML111W	YML111W			BUL2			protein_coding
Interval_490	VII	366085	366497	+	0	NA	promoter-TSS (YGL076C)	protein_coding-promoter-TSS (YGL076C)	178	snR39B	snR39B	snR39B			snR39B			snoRNA
Interval_1115	XV	446869	447051	+	0	NA	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	-222	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
Interval_180	IV	366176	366487	+	0	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-457	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
Interval_284	IV	1420454	1421021	+	0	NA	promoter-TSS (YDR481C)	protein_coding-promoter-TSS (YDR481C)	101	YDR482C	YDR482C	YDR482C			CWC21			protein_coding
Interval_258	IV	1183095	1183535	+	0	NA	promoter-TSS (YDR353W)	protein_coding-promoter-TSS (YDR353W)	16	YDR353W	YDR353W	YDR353W			TRR1			protein_coding
Interval_44	II	197275	197559	+	0	NA	promoter-TSS (tI(AAU)B)	tRNA-promoter-TSS (tI(AAU)B)	-77	tI(AAU)B	tI(AAU)B	tI(AAU)B			tI(AAU)B			tRNA
Interval_1216	XVI	378458	378881	+	0	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-274	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
Interval_568	VII	974221	974824	+	0	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	255	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
Interval_48	II	235942	236587	+	0	NA	promoter-TSS (YBL002W)	protein_coding-promoter-TSS (YBL002W)	-228	YBL002W	YBL002W	YBL002W			HTB2			protein_coding
Interval_244	IV	1013758	1014136	+	0	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-304	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
Interval_1258	XVI	775457	776076	+	0	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	70	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
Interval_369	V	56299	56621	+	0	NA	promoter-TSS (YEL052W)	protein_coding-promoter-TSS (YEL052W)	-111	YEL052W	YEL052W	YEL052W			AFG1			protein_coding
Interval_140	III	228550	229085	+	0	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	-312	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
Interval_350	IX	415823	416036	+	0	NA	promoter-TSS (YIR032C)	protein_coding-promoter-TSS (YIR032C)	-195	YIR033W	YIR033W	YIR033W			MGA2			protein_coding
Interval_511	VII	528430	528973	+	0	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-563	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
Interval_217	IV	600973	601163	+	0	NA	exon (YDR077W, exon 1 of 1)	protein_coding-exon (YDR077W, exon 1 of 1)	275	YDR077W	YDR077W	YDR077W			SED1			protein_coding
Interval_19	I	182298	182504	+	0	NA	TTS (tS(AGA)A)	tRNA-TTS (tS(AGA)A)	202	tS(AGA)A	tS(AGA)A	tS(AGA)A			tS(AGA)A			tRNA
Interval_83	II	504535	504766	+	0	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-204	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
Interval_791	XII	36	304	+	0	NA	promoter-TSS (YLL067W-A)	protein_coding-promoter-TSS (YLL067W-A)	-673	YLL067W-A	YLL067W-A	YLL067W-A			YLL067W-A			protein_coding
Interval_1224	XVI	450824	451396	+	0	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-733	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
Interval_879	XII	839304	839918	+	0	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-358	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
Interval_1082	XV	82748	83685	+	0	NA	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-296	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
Interval_1147	XV	836536	837305	+	0	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-489	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
Interval_532	VII	678224	678443	+	0	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-362	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
Interval_752	XI	260239	260938	+	0	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-544	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
Interval_1227	XVI	463909	464118	+	0	NA	promoter-TSS (YPL048W)	protein_coding-promoter-TSS (YPL048W)	-174	YPL049C	YPL049C	YPL049C			DIG1			protein_coding
Interval_1144	XV	813115	813334	+	0	NA	promoter-TSS (YOR260W)	protein_coding-promoter-TSS (YOR260W)	484	YOR259C	YOR259C	YOR259C			RPT4			protein_coding
Interval_699	X	570763	571111	+	0	NA	promoter-TSS (YJR070C)	protein_coding-promoter-TSS (YJR070C)	-339	YJR070C	YJR070C	YJR070C			LIA1			protein_coding
Interval_1192	XVI	129834	130155	+	0	NA	promoter-TSS (YPL222W)	protein_coding-promoter-TSS (YPL222W)	-168	YPL222W	YPL222W	YPL222W			FMP40			protein_coding
Interval_1113	XV	438761	438935	+	0	NA	TTS (YOR059C)	protein_coding-TTS (YOR059C)	205	tK(UUU)O	tK(UUU)O	tK(UUU)O			tK(UUU)O			tRNA
Interval_402	V	292702	292910	+	0	NA	promoter-TSS (YER066C-A)	protein_coding-promoter-TSS (YER066C-A)	-243	YER067C-A	YER067C-A	YER067C-A			YER067C-A			protein_coding
Interval_970	XIII	661709	662271	+	0	NA	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-654	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
Interval_700	X	573080	573287	+	0	NA	promoter-TSS (YJR073C)	protein_coding-promoter-TSS (YJR073C)	88	YJR074W	YJR074W	YJR074W			MOG1			protein_coding
Interval_1146	XV	832021	832713	+	0	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	35	snR8	snR8	snR8			snR8			snoRNA
Interval_1038	XIV	466511	466685	+	0	NA	promoter-TSS (YNL085W)	protein_coding-promoter-TSS (YNL085W)	264	YNL086W	YNL086W	YNL086W			SNN1			protein_coding
Interval_173	IV	302843	303056	+	0	NA	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-262	YDL085W	YDL085W	YDL085W			NDE2			protein_coding
Interval_1245	XVI	653805	654079	+	0	NA	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-224	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
Interval_302	IX	54146	54344	+	0	NA	promoter-TSS (YIL153W)	protein_coding-promoter-TSS (YIL153W)	-537	YIL155C	YIL155C	YIL155C			GUT2			protein_coding
Interval_38	II	159770	160068	+	0	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-226	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
Interval_996	XIV	23450	23787	+	0	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-344	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
Interval_1125	XV	514146	515005	+	0	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-297	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
Interval_450	VI	103387	103632	+	0	NA	promoter-TSS (YFL017W-A)	protein_coding-promoter-TSS (YFL017W-A)	-190	YFL017W-A	YFL017W-A	YFL017W-A			SMX2			protein_coding
Interval_469	VII	110411	110973	+	0	NA	promoter-TSS (tH(GUG)G1)	tRNA-promoter-TSS (tH(GUG)G1)	4	tH(GUG)G1	tH(GUG)G1	tH(GUG)G1			tH(GUG)G1			tRNA
Interval_607	VIII	292671	294202	+	0	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	493	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
Interval_943	XIII	388045	388644	+	0	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-100	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
Interval_298	IV	1517925	1518181	+	0	NA	promoter-TSS (YDR540C)	protein_coding-promoter-TSS (YDR540C)	-378	YDR540C	YDR540C	YDR540C			IRC4			protein_coding
Interval_633	VIII	512105	512403	+	0	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-478	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
Interval_545	VII	774276	774819	+	0	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	198	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
Interval_1226	XVI	455028	455340	+	0	NA	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-194	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
Interval_62	II	370908	371755	+	0	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-632	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
Interval_1243	XVI	645043	646296	+	0	NA	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-281	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
Interval_983	XIII	797950	798344	+	0	NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-222	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
Interval_390	V	225388	225724	+	0	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-333	YER037W	YER037W	YER037W			PHM8			protein_coding
Interval_81	II	483527	483832	+	0	NA	promoter-TSS (YBR121C)	protein_coding-promoter-TSS (YBR121C)	-312	YBR121C	YBR121C	YBR121C			GRS1			protein_coding
Interval_1191	XVI	114194	115117	+	0	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-657	YPL230W	YPL230W	YPL230W			USV1			protein_coding
Interval_203	IV	538772	539666	+	0	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-584	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
Interval_512	VII	534926	535452	+	0	NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-731	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
Interval_767	XI	382802	383230	+	0	NA	TTS (YKL030W)	protein_coding-TTS (YKL030W)	518	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
Interval_34	II	116608	117245	+	0	NA	promoter-TSS (YBL054W)	protein_coding-promoter-TSS (YBL054W)	-97	YBL055C	YBL055C	YBL055C			YBL055C			protein_coding
Interval_15	I	141548	142429	+	0	NA	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-186	YAL003W	YAL003W	YAL003W			EFB1			protein_coding
Interval_531	VII	677559	678162	+	0	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-835	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
Interval_751	XI	258423	259164	+	0	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	120	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
Interval_1214	XVI	369225	369662	+	0	NA	promoter-TSS (YPL095C)	protein_coding-promoter-TSS (YPL095C)	-2	YPL095C	YPL095C	YPL095C			EEB1			protein_coding
Interval_585	VIII	54368	54836	+	0	NA	promoter-TSS (YHL025W)	protein_coding-promoter-TSS (YHL025W)	-249	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
Interval_774	XI	462986	463815	+	0	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-559	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
Interval_237	IV	946337	946524	+	0	NA	promoter-TSS (YDR242W)	protein_coding-promoter-TSS (YDR242W)	118	tY(GUA)D	tY(GUA)D	tY(GUA)D			SUP2			tRNA
Interval_792	XII	5550	5980	+	0	NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	160	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
Interval_1081	XV	81669	81927	+	0	NA	TTS (YOL126C)	protein_coding-TTS (YOL126C)	1122	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
Interval_129	III	127411	127933	+	0	NA	promoter-TSS (YCR007C)	protein_coding-promoter-TSS (YCR007C)	-44	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
Interval_659	X	159723	160397	+	0	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-213	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
Interval_660	X	173272	173539	+	0	NA	TTS (YJL129C)	protein_coding-TTS (YJL129C)	-1038	YJL130C	YJL130C	YJL130C			URA2			protein_coding
Interval_1217	XVI	381203	381562	+	0	NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-232	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
Interval_805	XII	187361	187881	+	0	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-492	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
Interval_524	VII	598869	599292	+	0	NA	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-337	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
Interval_401	V	291375	291662	+	0	NA	promoter-TSS (YER067W)	protein_coding-promoter-TSS (YER067W)	-548	YER067W	YER067W	YER067W			RGI1			protein_coding
Interval_1123	XV	504599	505795	+	0	NA	promoter-TSS (YOR095C)	protein_coding-promoter-TSS (YOR095C)	-597	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
Interval_476	VII	190873	191232	+	0	NA	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-77	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
Interval_1009	XIV	198051	198901	+	0	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-533	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
Interval_283	IV	1411400	1411808	+	0	NA	promoter-TSS (YDR476C)	protein_coding-promoter-TSS (YDR476C)	-477	YDR476C	YDR476C	YDR476C			YDR476C			protein_coding
Interval_647	X	79924	80125	+	0	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-131	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
Interval_903	XIII	29941	30425	+	0	NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-376	YML120C	YML120C	YML120C			NDI1			protein_coding
Interval_614	VIII	368071	368268	+	0	NA	promoter-TSS (YHR131C)	protein_coding-promoter-TSS (YHR131C)	-277	YHR131C	YHR131C	YHR131C			YHR131C			protein_coding
Interval_327	IX	222626	222819	+	0	NA	promoter-TSS (YIL074C)	protein_coding-promoter-TSS (YIL074C)	-232	YIL074C	YIL074C	YIL074C			SER33			protein_coding
Interval_824	XII	423507	424935	+	0	NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	538	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
Interval_505	VII	479945	480192	+	0	NA	exon (YGL008C, exon 1 of 1)	protein_coding-exon (YGL008C, exon 1 of 1)	-1416	YGL009C	YGL009C	YGL009C			LEU1			protein_coding
Interval_937	XIII	346989	347963	+	0	NA	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	784	YMR038C	YMR038C	YMR038C			CCS1			protein_coding
Interval_885	XII	921518	922588	+	0	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-10	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
Interval_740	XI	163451	164287	+	0	NA	exon (YKL152C, exon 1 of 1)	protein_coding-exon (YKL152C, exon 1 of 1)	269	YKL153W	YKL153W	YKL153W			YKL153W			protein_coding
Interval_1053	XIV	569466	570026	+	0	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-55	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
Interval_831	XII	490577	491136	+	0	NA	TTS (YLR162W)	protein_coding-TTS (YLR162W)	450	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
Interval_1076	XV	31814	32217	+	0	NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-409	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
Interval_79	II	476561	476892	+	0	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-289	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
Interval_1061	XIV	632531	632789	+	0	NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	61	tN(GUU)N2	tN(GUU)N2	tN(GUU)N2			tN(GUU)N2			tRNA
Interval_435	V	522814	523048	+	0	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-262	YER168C	YER168C	YER168C			CCA1			protein_coding
Interval_812	XII	253025	253704	+	0	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-284	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
Interval_478	VII	205321	205683	+	0	NA	promoter-TSS (tL(CAA)G1)	tRNA-promoter-TSS (tL(CAA)G1)	-19	tL(CAA)G1	tL(CAA)G1	tL(CAA)G1			tL(CAA)G1			tRNA
Interval_191	IV	465080	465664	+	0	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	11	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
Interval_622	VIII	417594	417841	+	0	NA	promoter-TSS (YHR158C)	protein_coding-promoter-TSS (YHR158C)	168	YHR159W	YHR159W	YHR159W			TDA11			protein_coding
Interval_481	VII	254274	254583	+	0	NA	promoter-TSS (YGL135W)	protein_coding-promoter-TSS (YGL135W)	-213	YGL135W	YGL135W	YGL135W			RPL1B			protein_coding
Interval_152	IV	76796	77212	+	0	NA	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-459	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
