"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"383","II",378714,379114,401,"*",4.63723359109138,4.64500698700912,4.62941808428063,0.0155889027284912,0.968366612624909,0.985866132860206,"25","YBR069C",376574,378433,"-","upstream",-481,281,"NearestLocation","TAT1"
"384","XII",658064,658464,401,"*",4.71856061222982,4.71081887479591,4.72626102787592,-0.0154421530800137,0.969276294805548,0.985866132860206,"350","YLR257W",658826,659791,"+","upstream",-562,362,"NearestLocation","YLR257W"
"385","V",461773,462173,401,"*",4.69351504515189,4.68111627714382,4.70580816335421,-0.0246918862103911,0.970737752304806,0.985866132860206,"181","YER145C",460526,461740,"-","upstream",-233,33,"NearestLocation","FTR1"
"386","XV",836635,837035,401,"*",4.73343153222621,4.7392473433363,4.72759218141679,0.0116551619195091,0.973803860672456,0.986417900318472,"479","YOR273C",834452,836431,"-","upstream",-404,204,"NearestLocation","TPO4"
"387","XIV",559217,559617,401,"*",5.09235568150345,5.09615377642266,5.08854756117315,0.00760621524951155,0.97975349725194,0.987619621881702,"430","YNL036W",559814,560479,"+","upstream",-397,197,"NearestLocation","NCE103"
"388","VI",223799,224199,401,"*",4.06903917382411,4.06996229038319,4.0681154662255,0.00184682415768389,0.980041977724042,0.987619621881702,"194","YFR032C-B",223710,223973,"-","overlapStart",-26,89,"NearestLocation","YFR032C-B"
"389","XIV",301706,302106,401,"*",4.0976055551005,4.08712242610819,4.10801305918162,-0.0208906330734244,0.984164649066963,0.988761771383197,"419","YNL178W",302680,303402,"+","upstream",-774,574,"NearestLocation","RPS3"
"390","VII",774263,774663,401,"*",4.68402837657196,4.68710592019568,4.68094425392402,0.00616166627166326,0.986232968898841,0.988761771383197,"234","tA(AGC)G",774349,774421,"+","includeFeature",114,86,"NearestLocation","tA(AGC)G"
"391","XII",828292,828692,401,"*",4.24487381831326,4.2397131060583,4.25001613579435,-0.0103030297360514,0.992606733411812,0.992606733411812,"363","YLR350W",828730,829380,"+","upstream",-238,38,"NearestLocation","ORM2"
"392","VI",107249,107649,401,"*",3.67543669780117,0,4.67543669780117,-4.67543669780117,1.07582914950556e-05,1,"190","YFL014W",107256,107585,"+","includeFeature",193,7,"NearestLocation","HSP12"
"393","IX",-165,235,401,"*",3.6830649389866,4.52541631483707,1.41097645222772,3.11443986260936,0.000512397629015543,1,"127","YIL177W-A",846,1328,"+","upstream",-811,611,"NearestLocation","YIL177W-A"
"394","MT",31032,31432,401,"*",3.03350166216774,3.77872024351309,1.40655084035942,2.37216940315367,0.0117802615542495,1,"147","Q0092",30874,31014,"+","downstream",358,18,"NearestLocation","Q0092"
"395","IX",169657,170057,401,"*",3.73172274100943,2.53795098158476,4.37589424398713,-1.83794326240237,0.0123371205973678,1,"133","YIL105C",167581,169641,"-","upstream",-216,16,"NearestLocation","SLM1"
"396","XV",700821,701221,401,"*",3.34506438516686,2.00431451497202,4.02780361505119,-2.02348910007917,0.017223209181252,1,"473","YOR192C",698768,700567,"-","upstream",-454,254,"NearestLocation","THI72"
"397","XV",27743,28143,401,"*",3.74892855333311,4.34151334332571,2.72581703694769,1.61569630637802,0.0216257879289186,1,"438","YOL155W-A",27084,27218,"+","downstream",859,525,"NearestLocation","YOL155W-A"
"398","XVI",264620,265020,401,"*",2.67301697760763,0.756106087815758,3.46810152532128,-2.71199543750552,0.0270185463858985,1,"507","YPL152W",265028,266104,"+","upstream",-208,8,"NearestLocation","RRD2"
"399","XIV",335750,336150,401,"*",3.92783650668537,2.98499594829223,4.49323128005369,-1.50823533176146,0.0308517718967095,1,"422","YNL160W",336545,337609,"+","upstream",-595,395,"NearestLocation","YGP1"
"400","XII",1064372,1064772,401,"*",3.8658306039766,4.40744987222089,2.98855537290078,1.41889449932011,0.0370365995562871,1,"372","YLR462W",1065956,1066564,"+","upstream",-1384,1184,"NearestLocation","YLR462W"
"401","XIII",608159,608559,401,"*",3.31811780098675,2.42947310125772,3.86396632052318,-1.43449321926546,0.0730130615790142,1,"402","YMR172C-A",607828,608211,"-","overlapStart",-148,52,"NearestLocation","YMR172C-A"
"402","XII",510682,511082,401,"*",3.28000513486796,2.40060268105853,3.82241917663456,-1.42181649557603,0.0777138505779235,1,"345","YLR177W",511054,512940,"+","overlapStart",-172,28,"NearestLocation","YLR177W"
"403","XI",127001,127401,401,"*",3.11810126429476,2.18249497392645,3.68094425392402,-1.49844927999757,0.087262543943289,1,"308","YKL171W",127475,130261,"+","upstream",-274,74,"NearestLocation","NNK1"
"404","XII",871335,871735,401,"*",3.44048620565694,2.63883960688677,3.95276970999456,-1.31393010310779,0.0889355433799803,1,"365","YLR373C",868662,871367,"-","overlapStart",-168,32,"NearestLocation","VID22"
"405","VII",951312,951712,401,"*",3.24650516834781,2.40060268105853,3.77621352886647,-1.37561084780794,0.0903073267252478,1,"242","YGR230W",951894,952307,"+","upstream",-382,182,"NearestLocation","BNS1"
"406","X",268434,268834,401,"*",3.62642303289318,2.9062290654127,4.1046019015579,-1.1983728361452,0.095674856233461,1,"279","YJL088W",268799,269815,"+","overlapStart",-165,35,"NearestLocation","ARG3"
"407","IV",1233684,1234084,401,"*",3.49538373087663,2.73313180414927,3.99151334108057,-1.25838153693131,0.103550038846807,1,"106","YDR380W",1234218,1236125,"+","upstream",-334,134,"NearestLocation","ARO10"
"408","XV",479818,480218,401,"*",3.91825700429567,3.24784055970854,4.37419539367429,-1.12635483396574,0.107577434187783,1,"459","YOR082C",479296,479637,"-","upstream",-381,181,"NearestLocation","YOR082C"
"409","IV",894064,894464,401,"*",3.90986207285515,3.27990010695571,4.34688367402253,-1.06698356706682,0.116447481835494,1,"94","YDR215C",894089,894502,"-","overlapEnd",238,25,"NearestLocation","YDR215C"
"410","XIII",5377,5777,401,"*",3.69647380178878,4.13172420937313,3.07021553709489,1.06150867227824,0.125726148860728,1,"375","YML133C",461,4684,"-","upstream",-893,693,"NearestLocation","YML133C"
"411","VII",525560,525960,401,"*",3.72006117759815,3.11404861617396,4.14550964006858,-1.03146102389463,0.138907734961273,1,"219","YGR019W",525229,526644,"+","inside",531,331,"NearestLocation","UGA1"
"412","VIII",292649,293049,401,"*",3.79393614283712,3.2003374624981,4.2132724224458,-1.0129349599477,0.154465332516123,1,"261","YHR095W",292943,293437,"+","overlapStart",-94,106,"NearestLocation","YHR095W"
"413","XVI",497696,498096,401,"*",3.80975239215626,3.24878928220952,4.2126388043176,-0.963849522108079,0.155818455840949,1,"517","YPL028W",498096,499292,"+","overlapStart",-200,0,"NearestLocation","ERG10"
"414","IV",1345273,1345673,401,"*",3.90825897922306,3.34106858853691,4.31432764508866,-0.973259056551744,0.156072201520024,1,"112","YDR442W",1345647,1346039,"+","overlapStart",-174,26,"NearestLocation","YDR442W"
"415","IV",491090,491490,401,"*",3.90351475648591,3.32579312166031,4.3149181488832,-0.989125027222883,0.158818797116169,1,"78","YDR025W",491515,492324,"+","upstream",-225,25,"NearestLocation","RPS11A"
"416","XVI",566822,567222,401,"*",3.46958827899554,2.92662406517963,3.86315907556763,-0.936535010388004,0.202762058254989,1,"520","YPR005C",565787,566671,"-","upstream",-351,151,"NearestLocation","HAL1"
"417","XIV",479122,479522,401,"*",3.64950818258642,4.023377808755,3.14351643452562,0.879861374229377,0.203081887323507,1,"428","YNL079C",478566,479165,"-","overlapStart",-157,43,"NearestLocation","TPM1"
"418","XV",161665,162065,401,"*",3.82659891660339,3.35618400963647,4.1807610458305,-0.824577036194024,0.227864248781652,1,"447","YOL085C",161673,162014,"-","includeFeature",149,8,"NearestLocation","YOL085C"
"419","VII",152753,153153,401,"*",3.13291516264672,3.56422336273066,2.51485018947849,1.04937317325217,0.229449996611068,1,"200","YGL186C",151037,152776,"-","overlapStart",-177,23,"NearestLocation","TPN1"
"420","XIII",70186,70586,401,"*",3.75871077024956,3.29566661891836,4.10869432391823,-0.813027704999865,0.233384645171652,1,"380","YML100W",70624,73920,"+","upstream",-238,38,"NearestLocation","TSL1"
"421","XIII",16656,17056,401,"*",3.39010726461709,2.86455318193704,3.77449724799737,-0.909944066060332,0.241073502667881,1,"376","YML128C",15135,16676,"-","overlapStart",-180,20,"NearestLocation","MSC1"
"422","VII",228295,228695,401,"*",3.46588399508031,3.82227494592762,2.99151334108057,0.830761604847049,0.246766066881852,1,"204","YGL147C",227754,228329,"-","overlapStart",-166,34,"NearestLocation","RPL9A"
"423","IX",174892,175292,401,"*",3.40256799828996,3.76745747464761,2.91295683662346,0.854500638024153,0.24946376687544,1,"134","tT(AGU)I1",175031,175103,"+","includeFeature",61,139,"NearestLocation","tT(AGU)I1"
"424","IV",512177,512577,401,"*",3.18090850456328,2.63883960688677,3.57401128967324,-0.935171682786471,0.259754497288933,1,"79","YDR034C",509737,512109,"-","upstream",-268,68,"NearestLocation","LYS14"
"425","XVI",581953,582353,401,"*",3.46469628285677,3.82291212883295,2.98707411141893,0.835838017414016,0.268270255383578,1,"521","tK(CUU)P",582062,582134,"+","includeFeature",91,109,"NearestLocation","tK(CUU)P"
"426","VIII",512039,512439,401,"*",3.71912730543232,3.26395938484624,4.06460854049202,-0.80064915564577,0.26871646744388,1,"268","YHR206W",512732,514600,"+","upstream",-493,293,"NearestLocation","SKN7"
"427","VII",190813,191213,401,"*",3.8956939834464,3.48473137322384,4.21517160886467,-0.730440235640827,0.2687471211703,1,"202","YGL166W",191129,191806,"+","overlapStart",-116,84,"NearestLocation","CUP2"
"428","XV",446739,447139,401,"*",3.83627321298472,3.38508523264413,4.17946463025761,-0.794379397613484,0.274584809556589,1,"457","YOR064C",446079,446738,"-","upstream",-201,1,"NearestLocation","YNG1"
"429","X",236522,236922,401,"*",3.93555754411286,3.53795098158476,4.24692508287822,-0.708974101293459,0.278746997397982,1,"278","YJL101C",234320,236356,"-","upstream",-366,166,"NearestLocation","GSH1"
"430","VIII",123580,123980,401,"*",2.91899555050738,2.31035418349649,3.34572831990528,-1.03537413640879,0.280262104880697,1,"254","YHR008C",122889,123590,"-","overlapStart",-190,10,"NearestLocation","SOD2"
"431","XV",1009647,1010047,401,"*",3.38255807763276,2.92662406517963,3.72847893524678,-0.801854870067153,0.280502490449656,1,"492","YOR357C",1009224,1009712,"-","overlapStart",-135,65,"NearestLocation","SNX3"
"432","XI",278367,278767,401,"*",3.90374018044468,3.51119127570151,4.21200490778798,-0.700813632086473,0.296144529667315,1,"314","YKL086W",278281,278664,"+","overlapEnd",286,86,"NearestLocation","SRX1"
"433","XVI",22507,22907,401,"*",3.55356682568338,3.87569984714646,3.13818771741252,0.73751212973394,0.318250266775294,1,"495","YPL274W",22938,24701,"+","upstream",-231,31,"NearestLocation","SAM3"
"434","XII",633325,633725,401,"*",2.9864979096996,2.51119127570151,3.34341483223219,-0.832223556530685,0.347767766146872,1,"348","YLR247C",628684,633354,"-","overlapStart",-171,29,"NearestLocation","IRC20"
"435","XII",329299,329699,401,"*",3.85353308099028,3.48392582414248,4.14750009562796,-0.663574271485475,0.353638401142519,1,"338","YLR094C",327730,329238,"-","upstream",-261,61,"NearestLocation","GIS3"
"436","V",439135,439535,401,"*",3.90535989299742,4.17398981803767,3.57499761580467,0.598992202233,0.358589447003833,1,"179","YER136W",439616,440971,"+","upstream",-281,81,"NearestLocation","GDI1"
"437","IV",866640,867040,401,"*",3.48966230175436,3.13172420937313,3.77621352886647,-0.644489319493345,0.365431443048855,1,"93","YDR207C",865012,867522,"-","inside",682,482,"NearestLocation","UME6"
"438","X",608956,609356,401,"*",3.69993154305518,3.34106858853691,3.98707411141893,-0.646005522882016,0.372018489503917,1,"290","YJR095W",609773,610741,"+","upstream",-617,417,"NearestLocation","SFC1"
"439","VII",1050215,1050615,401,"*",3.556731603844,3.83311937058887,3.21453882447538,0.618580546113487,0.372295314415499,1,"246","YGR279C",1048798,1049958,"-","upstream",-457,257,"NearestLocation","SCW4"
"440","IV",461256,461656,401,"*",3.43839763011344,3.07910136394261,3.72581703694769,-0.646715673005079,0.377515010059867,1,"76","YDR006C",458542,461247,"-","upstream",-209,9,"NearestLocation","SOK1"
"441","IV",794178,794578,401,"*",3.16354642345537,2.77872024351309,3.46703931408908,-0.68831907057599,0.399881807885774,1,"90","YDR169C-A",794574,794723,"-","overlapEnd",345,4,"NearestLocation","YDR169C-A"
"442","XI",533512,533912,401,"*",3.13820408786689,2.70978573664746,3.46810152532128,-0.758315788673817,0.400673142071529,1,"324","YKR052C",532550,533464,"-","upstream",-248,48,"NearestLocation","MRS4"
"443","V",343138,343538,401,"*",3.60322556268274,3.27990010695571,3.86719079105831,-0.5872906841026,0.404826682137576,1,"172","YER092W",342855,343232,"+","overlapEnd",483,94,"NearestLocation","IES5"
"444","XII",737686,738086,401,"*",3.78295256912493,3.48473137322384,4.02996314919442,-0.545231775970575,0.409965524958955,1,"356","YLR304C",735212,737548,"-","upstream",-338,138,"NearestLocation","ACO1"
"445","IV",117280,117680,401,"*",3.74267592409893,3.44286571212997,3.99077441741104,-0.547908705281071,0.420197027223976,1,"60","YDL191W",117664,118517,"+","overlapStart",-184,16,"NearestLocation","RPL35A"
"446","XI",69422,69822,401,"*",3.61147077818604,3.29566661891836,3.87040807086501,-0.574741451946651,0.421773130584453,1,"304","YKL198C",68232,70220,"-","inside",598,398,"NearestLocation","PTK1"
"447","V",431076,431476,401,"*",3.86834815013343,4.11404861617396,3.57203661214009,0.542012004033873,0.422037371563404,1,"178","snR52",431129,431220,"-","includeFeature",-56,53,"NearestLocation","snR52"
"448","II",770553,770953,401,"*",3.90792375425318,3.62715498875708,4.14285142025625,-0.515696431499171,0.426375719844365,1,"46","YBR283C",768943,770415,"-","upstream",-338,138,"NearestLocation","SSH1"
"449","XV",586313,586713,401,"*",3.24549959545745,2.9062290654127,3.51998087977365,-0.613751814360944,0.432886932480522,1,"466","YOR138C",584309,586324,"-","overlapStart",-189,11,"NearestLocation","RUP1"
"450","XII",65262,65662,401,"*",3.30935711355537,2.98499594829223,3.57401128967324,-0.589015341381012,0.45325661677163,1,"332","YLL039C",64062,65207,"-","upstream",-255,55,"NearestLocation","UBI4"
"451","IV",211041,211441,401,"*",3.29843654985291,3.55037767991957,2.99299005399583,0.557387625923738,0.458900784663281,1,"63","YDL140C",205360,210561,"-","upstream",-680,480,"NearestLocation","RPO21"
"452","X",337641,338041,401,"*",3.84434485677863,3.57642675690502,4.07021553709489,-0.493788780189868,0.465308006775821,1,"282","YJL052C-A",337884,338003,"-","includeFeature",162,38,"NearestLocation","YJL052C-A"
"453","VII",559994,560394,401,"*",3.3710754839426,3.05968411743955,3.62704240706682,-0.567358289627275,0.474679738361161,1,"221","YGR037C",559731,559994,"-","overlapStart",-200,0,"NearestLocation","ACB1"
"454","V",295075,295475,401,"*",3.76560047102632,3.4976229600853,3.99151334108057,-0.493890380995269,0.475576690381816,1,"166","YER069W",295410,298001,"+","overlapStart",-135,65,"NearestLocation","ARG5,6"
"455","XVI",775348,775748,401,"*",3.67326991664266,3.89592241702415,3.40987132136062,0.486051095663529,0.475879420307189,1,"528","tC(GCA)P2",775765,775836,"-","downstream",288,17,"NearestLocation","tC(GCA)P2"
"456","IV",1195081,1195481,401,"*",3.53456176147803,3.24784055970854,3.77363834129951,-0.525797781590965,0.4823676460922,1,"105","YDR359C",1191936,1194884,"-","upstream",-397,197,"NearestLocation","EAF1"
"457","IV",1450809,1451209,401,"*",3.60358925339509,3.82227494592762,3.34572831990528,0.476546626022345,0.48334182109152,1,"120","YDR500C",1450198,1450853,"-","overlapStart",-156,44,"NearestLocation","RPL37B"
"458","VII",771880,772280,401,"*",3.65314482825603,3.40060268105853,3.86799578388712,-0.467393102828588,0.491641371804279,1,"233","YGR142W",772454,773686,"+","upstream",-374,174,"NearestLocation","BTN2"
"459","XII",289600,290000,401,"*",3.5578533460285,3.29566661891836,3.77963997747805,-0.483973358559688,0.49946692956202,1,"337","YLR081W",290212,291936,"+","upstream",-412,212,"NearestLocation","GAL2"
"460","XVI",24642,25042,401,"*",3.15354326226756,2.84325490193864,3.40876534329399,-0.565510441355352,0.518187392119437,1,"496","YPL273W",25087,26064,"+","upstream",-245,45,"NearestLocation","SAM4"
"461","XIII",872614,873014,401,"*",3.6691877969354,3.44286571212997,3.86477311404582,-0.421907401915856,0.540375764939258,1,"410","YMR302C",870073,872625,"-","overlapStart",-189,11,"NearestLocation","YME2"
"462","IV",992776,993176,401,"*",3.51269823389403,3.71047457761184,3.28343561120474,0.427038966407105,0.541415863441103,1,"99","YDR262W",993134,993952,"+","overlapStart",-158,42,"NearestLocation","YDR262W"
"463","IV",1434360,1434760,401,"*",3.40793794746788,3.14816930342811,3.62799314744543,-0.479823844017321,0.544767940792309,1,"119","YDR490C",1431968,1434268,"-","upstream",-292,92,"NearestLocation","PKH1"
"464","XII",664994,665394,401,"*",3.67852688914428,3.86455318193704,3.46491254252296,0.399640639414078,0.548768397340494,1,"351","YLR259C",663284,665002,"-","overlapStart",-192,8,"NearestLocation","HSP60"
"465","XII",805071,805471,401,"*",3.37501684925279,3.57642675690502,3.14085453622653,0.43557222067849,0.551860405179124,1,"361","YLR337C",802653,805106,"-","overlapStart",-165,35,"NearestLocation","VRP1"
"466","V",567541,567941,401,"*",3.05020325953203,2.77872024351309,3.27860025378494,-0.499880010271845,0.557613623776095,1,"184","YER188W",568040,568759,"+","upstream",-299,99,"NearestLocation","YER188W"
"467","II",60846,61246,401,"*",3.93179836263287,4.11404861617396,3.72315021813367,0.390898398040284,0.56526097247461,1,"12","YBL087C",59822,60739,"-","upstream",-307,107,"NearestLocation","RPL23A"
"468","XIII",29776,30176,401,"*",3.61091855819093,3.78989576734576,3.40655084035942,0.383344926986342,0.576466087377111,1,"378","YML120C",28266,29807,"-","overlapStart",-169,31,"NearestLocation","NDI1"
"469","XII",668853,669253,401,"*",2.8909631563823,2.58852779087409,3.14085453622653,-0.552326745352448,0.579384248705925,1,"352","YLR262C",668244,668891,"-","overlapStart",-162,38,"NearestLocation","YPT6"
"470","XIV",91465,91865,401,"*",2.91313437124978,2.63883960688677,3.14351643452562,-0.504676827638853,0.581934324703042,1,"416","YNL287W",91994,94801,"+","upstream",-329,129,"NearestLocation","SEC21"
"471","XV",683574,683974,401,"*",3.64649669224957,3.44286571212997,3.82490882063946,-0.382043108509495,0.588284840722108,1,"472","YOR186C-A",683329,683538,"-","upstream",-236,36,"NearestLocation","YOR186C-A"
"472","XV",1039378,1039778,401,"*",3.70014409422287,3.51119127570151,3.86719079105831,-0.355999515356807,0.606914772505517,1,"493","YOR374W",1039840,1041399,"+","upstream",-262,62,"NearestLocation","ALD4"
"473","XVI",370599,370999,401,"*",3.39992523503455,3.19935632577727,3.57598326807599,-0.376626942298721,0.60934772311665,1,"510","YPL093W",370978,372921,"+","overlapStart",-179,21,"NearestLocation","NOG1"
"474","XIV",340002,340402,401,"*",2.98115206306868,2.70978573664746,3.20946653275538,-0.499680796107913,0.610028444268179,1,"423","YNL157W",340352,340858,"+","overlapStart",-150,50,"NearestLocation","IGO1"
"475","VII",702623,703023,401,"*",3.91767964608827,3.74533706833093,4.07161388793645,-0.326276819605519,0.614461476678973,1,"229","YGR107W",702667,703116,"+","overlapStart",156,44,"NearestLocation","YGR107W"
"476","XIV",310111,310511,401,"*",3.44442175009443,3.23153960670055,3.62989275064228,-0.39835314394173,0.61769952654847,1,"420","YNL173C",308957,310057,"-","upstream",-254,54,"NearestLocation","MDG1"
"477","II",662502,662902,401,"*",3.83550934588071,3.66335249822338,3.98929543370972,-0.325942935486343,0.622971155944765,1,"42","YBR218C",658707,662249,"-","upstream",-453,253,"NearestLocation","PYC2"
"478","XVI",855589,855989,401,"*",3.11357503927146,3.29566661891836,2.90513492307658,0.39053169584178,0.637152308681639,1,"534","YPR158C-C",854935,856257,"-","inside",468,268,"NearestLocation","YPR158C-C"
"479","XVI",855589,855989,401,"*",3.11357503927146,3.29566661891836,2.90513492307658,0.39053169584178,0.637152308681639,1,"534","YPR158C-D",850989,856257,"-","inside",468,268,"NearestLocation","YPR158C-D"
"480","IV",341189,341589,401,"*",3.52668653053494,3.68745583900781,3.34572831990528,0.341727519102532,0.637167951865714,1,"71","YDL060W",341619,343985,"+","upstream",-230,30,"NearestLocation","TSR1"
"481","X",638950,639350,401,"*",3.57943974821351,3.73380959041377,3.40655084035942,0.327258750054348,0.638277792746476,1,"292","YJR113C",638232,638975,"-","overlapStart",-175,25,"NearestLocation","RSM7"
"482","II",702120,702520,401,"*",3.7641176659572,3.60201382543684,3.90983315836308,-0.307819332926242,0.642857515274102,1,"45","YBR240C",700490,701842,"-","upstream",-478,278,"NearestLocation","THI2"
"483","XI",80466,80866,401,"*",3.51171937177554,3.66335249822338,3.3422566957018,0.32109580252158,0.65194007458866,1,"305","YKL192C",80160,80537,"-","overlapStart",-129,71,"NearestLocation","ACP1"
"484","X",455661,456061,401,"*",3.68132275075536,3.82227494592762,3.52509338831538,0.297181557612243,0.655616471442622,1,"287","YJR010W",456239,457774,"+","upstream",-378,178,"NearestLocation","MET3"
"485","XII",781409,781809,401,"*",3.66683096171995,3.4976229600853,3.81826019864412,-0.320637238558818,0.655955319345711,1,"358","YLR325C",781143,781379,"-","upstream",-230,30,"NearestLocation","RPL38"
"486","IV",221813,222213,401,"*",3.79017135146646,3.93671445470469,3.62704240706682,0.309672047637866,0.658359487175545,1,"65","YDL133C-A",221724,221801,"-","upstream",-212,12,"NearestLocation","RPL41B"
"487","XIII",754216,754616,401,"*",3.952070703686,3.77806323623205,4.10733147258841,-0.329268236356354,0.659728172455639,1,"406","YMR242C",753225,754220,"-","overlapStart",-196,4,"NearestLocation","RPL20A"
"488","IV",1266756,1267156,401,"*",3.5338361501978,3.37114270391324,3.68002778675923,-0.308885082845988,0.661714410379992,1,"109","YDR397C",1266366,1266898,"-","overlapStart",-58,142,"NearestLocation","NCB2"
"489","XIII",91028,91428,401,"*",3.77540643623781,3.62715498875708,3.90983315836308,-0.282678169606004,0.662074997162835,1,"381","YML089C",91041,91409,"-","includeFeature",181,13,"NearestLocation","YML089C"
"490","IX",131777,132177,401,"*",3.53332879829571,3.37114270391324,3.67911073704168,-0.307968033128435,0.662296073319319,1,"130","YIL121W",132244,133872,"+","upstream",-267,67,"NearestLocation","QDR2"
"491","IV",1385700,1386100,401,"*",3.38528849339379,3.53795098158476,3.21453882447538,0.323412157109378,0.663620328567513,1,"116","YDR462W",1386073,1386516,"+","overlapStart",-173,27,"NearestLocation","MRPL28"
"492","IV",1461560,1461960,401,"*",3.55899146453308,3.69866398990234,3.40433293298856,0.294331056913779,0.665743002273378,1,"121","tL(CAA)D",1461715,1461829,"-","includeFeature",69,131,"NearestLocation","tL(CAA)D"
"493","V",211974,212374,401,"*",3.88709169711173,3.73380959041377,4.0256408435087,-0.291831253094937,0.666828564180557,1,"160","YER028C",210692,211876,"-","upstream",-298,98,"NearestLocation","MIG3"
"494","II",604114,604514,401,"*",3.61107809622642,3.74466467741899,3.46384797987812,0.280816697540869,0.673647989949929,1,"37","YBR189W",604508,605508,"+","overlapStart",-194,6,"NearestLocation","RPS9B"
"495","II",602151,602551,401,"*",3.5460640509593,3.40060268105853,3.67819310403029,-0.277590422971761,0.682329720224305,1,"36","YBR187W",602634,603476,"+","upstream",-283,83,"NearestLocation","GDT1"
"496","IV",1496533,1496933,401,"*",3.47947899406752,3.31035418349649,3.6308416151072,-0.320487431610704,0.693017495043138,1,"124","YDR529C",1496165,1496548,"-","overlapStart",-185,15,"NearestLocation","QCR7"
"497","IX",333185,333585,401,"*",3.79227439067809,3.66335249822338,3.91061471221545,-0.247262213992074,0.710986882966525,1,"144","YIL011W",333727,334536,"+","upstream",-342,142,"NearestLocation","TIR3"
"498","IX",197528,197928,401,"*",3.69783733157756,3.56346100987336,3.8207570238936,-0.257296014020238,0.720659397262704,1,"136","tE(CUC)I",197592,197663,"+","includeFeature",136,64,"NearestLocation","tE(CUC)I"
"499","XIV",604610,605010,401,"*",3.46045644467901,3.32669195805887,3.58286404294718,-0.256172084888313,0.727113834464969,1,"432","YNL015W",605384,605611,"+","upstream",-574,374,"NearestLocation","PBI2"
"500","VII",661681,662081,401,"*",3.80434542958333,3.91646260483849,3.68277544355254,0.233687161285949,0.731342717197007,1,"228","tT(UGU)G1",661749,661820,"+","includeFeature",132,68,"NearestLocation","tT(UGU)G1"
"501","XV",673724,674124,401,"*",3.08684187066121,2.94673476067306,3.21453882447538,-0.267804063802321,0.732930090106478,1,"470","YOR180C",674352,675167,"-","downstream",1243,228,"NearestLocation","DCI1"
"502","II",429196,429596,401,"*",2.57610995753691,2.73313180414927,2.3998868629549,0.333244941194365,0.750883367726393,1,"28","YBR092C",427698,429101,"-","upstream",-295,95,"NearestLocation","PHO3"
"503","X",291077,291477,401,"*",3.85809725815207,3.75677316859355,3.95276970999456,-0.195996541401009,0.757136389156419,1,"280","YJL079C",289875,290774,"-","upstream",-503,303,"NearestLocation","PRY1"
"504","XI",38155,38555,401,"*",3.46330206322091,3.34106858853691,3.57598326807599,-0.234914679539078,0.759513055135472,1,"302","YKL211C",36699,38153,"-","upstream",-202,2,"NearestLocation","TRP3"
"505","II",452120,452520,401,"*",3.92678107626941,4.023377808755,3.82324953543358,0.20012827332142,0.763088671900305,1,"29","YBR106W",452658,453224,"+","upstream",-338,138,"NearestLocation","PHO88"
"506","IV",226867,227267,401,"*",3.47132532721213,3.35618400963647,3.57795255471699,-0.22176854508052,0.765897256505318,1,"66","YDL131W",227393,228715,"+","upstream",-326,126,"NearestLocation","LYS21"
"507","XVI",840567,840967,401,"*",3.6653966703122,3.55037767991957,3.77191899233285,-0.221541312413277,0.772372075500458,1,"533","YPR157W",841266,842669,"+","upstream",-499,299,"NearestLocation","TDA6"
"508","XVI",227741,228141,401,"*",3.9158424195704,4.00431451497202,3.82158833963826,0.182726175333762,0.77522938271508,1,"505","YPL170W",228314,228772,"+","upstream",-373,173,"NearestLocation","DAP1"
"509","X",598271,598671,401,"*",3.31667641203369,3.41426471930043,3.21200490778798,0.202259811512451,0.776802980892861,1,"289","YJR091C",595061,598336,"-","overlapStart",-135,65,"NearestLocation","JSN1"
"510","IV",1171965,1172365,401,"*",2.75947337653134,2.88554160756316,2.62132476974483,0.264216837818326,0.788398828562642,1,"104","YDR348C",1170326,1171825,"-","upstream",-340,140,"NearestLocation","PAL1"
"511","XV",92831,93231,401,"*",3.94340201032851,3.85456669604893,4.02708305139388,-0.172516355344947,0.791078573467818,1,"443","YOL121C",92026,92850,"-","overlapStart",-181,19,"NearestLocation","RPS19A"
"512","XV",69075,69475,401,"*",3.85716833765019,3.93612561250464,3.77363834129951,0.162487271205131,0.797643900091973,1,"440","YOL136C",67561,68754,"-","upstream",-521,321,"NearestLocation","PFK27"
"513","IV",926854,927254,401,"*",3.73487188322568,3.63883960688677,3.82490882063946,-0.18606921375269,0.797877921136012,1,"96","YDR231C",926293,926910,"-","overlapStart",-144,56,"NearestLocation","COX20"
"514","XIII",223854,224254,401,"*",3.85676286527384,3.93612561250464,3.77277892294799,0.163346689556655,0.798362206228463,1,"387","YML026C",222987,223828,"-","upstream",-226,26,"NearestLocation","RPS18B"
"515","IV",1055838,1056238,401,"*",3.80490538316809,3.87508556204404,3.73113593115507,0.14394963088897,0.818002879886192,1,"101","YDR297W",1056551,1057600,"+","upstream",-513,313,"NearestLocation","SUR2"
"516","X",715856,716256,401,"*",3.44963294146005,3.37114270391324,3.52407233496411,-0.152929631050871,0.834234044320773,1,"299","YJR151C",712255,715740,"-","upstream",-316,116,"NearestLocation","DAN4"
