PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_551	XIV	107234	107532	+	50	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-304	YNL282W	YNL282W	YNL282W			POP3			protein_coding
SPT5_T15_R1_peak_588	XV	31814	32217	+	50	NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-409	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
SPT5_T15_R1_peak_648	XV	931257	931609	+	50	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-352	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
SPT5_T15_R1_peak_289	VII	733292	733742	+	50	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	105	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
SPT5_T15_R1_peak_396	XI	143233	143597	+	50	NA	promoter-TSS (YKL163W)	protein_coding-promoter-TSS (YKL163W)	-596	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
SPT5_T15_R1_peak_176	IX	316310	316612	+	50	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-307	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T15_R1_peak_547	XIV	59931	60188	+	50	NA	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-238	YNL304W	YNL304W	YNL304W			YPT11			protein_coding
SPT5_T15_R1_peak_509	XIII	302757	303038	+	49	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-412	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
SPT5_T15_R1_peak_660	XVI	66987	67249	+	49	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-504	YPL256C	YPL256C	YPL256C			CLN2			protein_coding
SPT5_T15_R1_peak_621	XV	514508	514899	+	49	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-425	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
SPT5_T15_R1_peak_548	XIV	63136	63405	+	49	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-327	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T15_R1_peak_680	XVI	381203	381562	+	49	NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-232	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
SPT5_T15_R1_peak_56	II	642794	643058	+	49	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	152	tC(GCA)B	tC(GCA)B	tC(GCA)B			tC(GCA)B			tRNA
SPT5_T15_R1_peak_553	XIV	137958	138201	+	48	NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	380	YNL269W	YNL269W	YNL269W			BSC4			protein_coding
SPT5_T15_R1_peak_369	X	355417	355791	+	48	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	148	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
SPT5_T15_R1_peak_80	IV	199622	199907	+	48	NA	promoter-TSS (YDL143W)	protein_coding-promoter-TSS (YDL143W)	-32	YDL144C	YDL144C	YDL144C			YDL144C			protein_coding
SPT5_T15_R1_peak_434	XII	83872	84549	+	48	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-594	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
SPT5_T15_R1_peak_474	XII	828072	828530	+	48	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-428	YLR348C	YLR348C	YLR348C			DIC1			protein_coding
SPT5_T15_R1_peak_61	III	17005	17232	+	48	NA	promoter-TSS (YCL063W)	protein_coding-promoter-TSS (YCL063W)	-172	YCL063W	YCL063W	YCL063W			VAC17			protein_coding
SPT5_T15_R1_peak_598	XV	128139	128467	+	48	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-383	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
SPT5_T15_R1_peak_560	XIV	301819	302431	+	48	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-555	YNL178W	YNL178W	YNL178W			RPS3			protein_coding
SPT5_T15_R1_peak_338	VIII	382912	383131	+	48	NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-270	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
SPT5_T15_R1_peak_54	II	624978	625455	+	48	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-520	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
SPT5_T15_R1_peak_2	I	20762	21069	+	48	NA	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-651	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
SPT5_T15_R1_peak_347	X	36177	36688	+	48	NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	-183	YJL212C	YJL212C	YJL212C			OPT1			protein_coding
SPT5_T15_R1_peak_635	XV	796953	797293	+	48	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-330	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
SPT5_T15_R1_peak_614	XV	461631	461871	+	48	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	-40	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T15_R1_peak_232	VI	95395	95817	+	48	NA	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-360	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
SPT5_T15_R1_peak_514	XIII	355222	355430	+	48	NA	promoter-TSS (YMR044W)	protein_coding-promoter-TSS (YMR044W)	-58	YMR044W	YMR044W	YMR044W			IOC4			protein_coding
SPT5_T15_R1_peak_305	VII	919802	920402	+	48	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-473	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
SPT5_T15_R1_peak_492	XIII	50924	51532	+	48	NA	promoter-TSS (YML109W)	protein_coding-promoter-TSS (YML109W)	-274	YML110C	YML110C	YML110C			COQ5			protein_coding
SPT5_T15_R1_peak_122	IV	867700	867959	+	48	NA	promoter-TSS (YDR207C)	protein_coding-promoter-TSS (YDR207C)	-307	YDR207C	YDR207C	YDR207C			UME6			protein_coding
SPT5_T15_R1_peak_13	II	28511	28898	+	48	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	277	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
SPT5_T15_R1_peak_32	II	341626	342148	+	48	NA	Intergenic	Intergenic	-1136	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
SPT5_T15_R1_peak_556	XIV	273830	274372	+	48	NA	promoter-TSS (YNL193W)	protein_coding-promoter-TSS (YNL193W)	-267	YNL193W	YNL193W	YNL193W			YNL193W			protein_coding
SPT5_T15_R1_peak_126	IV	930517	930892	+	47	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-347	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
SPT5_T15_R1_peak_353	X	123192	123560	+	46	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-428	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T15_R1_peak_313	VII	1052096	1052474	+	46	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-539	YGR281W	YGR281W	YGR281W			YOR1			protein_coding
SPT5_T15_R1_peak_318	VIII	50620	50870	+	46	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-366	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
SPT5_T15_R1_peak_312	VII	1026752	1027142	+	44	NA	promoter-TSS (YGR268C)	protein_coding-promoter-TSS (YGR268C)	-294	YGR268C	YGR268C	YGR268C			HUA1			protein_coding
SPT5_T15_R1_peak_659	XVI	56002	56217	+	44	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	165	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
SPT5_T15_R1_peak_181	IX	388443	388868	+	44	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-2954	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T15_R1_peak_246	VII	67256	67517	+	44	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-212	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
SPT5_T15_R1_peak_673	XVI	280117	280360	+	44	NA	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-242	YPL144W	YPL144W	YPL144W			POC4			protein_coding
SPT5_T15_R1_peak_277	VII	596353	596561	+	44	NA	promoter-TSS (YGR053C)	protein_coding-promoter-TSS (YGR053C)	-236	YGR054W	YGR054W	YGR054W			YGR054W			protein_coding
SPT5_T15_R1_peak_325	VIII	150754	151501	+	44	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	179	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
SPT5_T15_R1_peak_192	V	152478	153194	+	44	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-684	YER001W	YER001W	YER001W			MNN1			protein_coding
SPT5_T15_R1_peak_361	X	256874	257180	+	44	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-215	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
SPT5_T15_R1_peak_16	II	101252	101823	+	44	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-349	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
SPT5_T15_R1_peak_26	II	227171	227445	+	44	NA	promoter-TSS (YBL004W)	protein_coding-promoter-TSS (YBL004W)	233	tS(AGA)B	tS(AGA)B	tS(AGA)B			tS(AGA)B			tRNA
SPT5_T15_R1_peak_229	VI	74717	74949	+	43	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	-39	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
SPT5_T15_R1_peak_472	XII	808917	809429	+	43	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-824	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T15_R1_peak_436	XII	234355	234915	+	43	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-554	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T15_R1_peak_611	XV	391617	391916	+	42	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-410	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
SPT5_T15_R1_peak_11	II	5786	6292	+	42	NA	TTS (YBL109W)	protein_coding-TTS (YBL109W)	249	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
SPT5_T15_R1_peak_541	XIII	880581	880972	+	42	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-383	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
SPT5_T15_R1_peak_698	XVI	646528	646858	+	42	NA	promoter-TSS (YPR038W)	protein_coding-promoter-TSS (YPR038W)	-143	YPR038W	YPR038W	YPR038W			IRC16			protein_coding
SPT5_T15_R1_peak_360	X	223769	224429	+	42	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-956	YJL105W	YJL105W	YJL105W			SET4			protein_coding
SPT5_T15_R1_peak_527	XIII	600856	601498	+	42	NA	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-305	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
SPT5_T15_R1_peak_564	XIV	349908	350227	+	42	NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	-311	YNL149C	YNL149C	YNL149C			PGA2			protein_coding
SPT5_T15_R1_peak_182	V	13144	13520	+	42	NA	promoter-TSS (YEL072W)	protein_coding-promoter-TSS (YEL072W)	-388	YEL072W	YEL072W	YEL072W			RMD6			protein_coding
SPT5_T15_R1_peak_550	XIV	96179	96458	+	42	NA	promoter-TSS (tG(UCC)N)	tRNA-promoter-TSS (tG(UCC)N)	-6	tG(UCC)N	tG(UCC)N	tG(UCC)N			SUF6			tRNA
SPT5_T15_R1_peak_545	XIII	915092	915761	+	42	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-888	YMR319C	YMR319C	YMR319C			FET4			protein_coding
SPT5_T15_R1_peak_426	XI	589648	590051	+	42	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-544	YKR079C	YKR079C	YKR079C			TRZ1			protein_coding
SPT5_T15_R1_peak_340	VIII	422466	422833	+	42	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-363	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
SPT5_T15_R1_peak_580	XIV	586548	586980	+	42	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	56	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
SPT5_T15_R1_peak_292	VII	756570	756827	+	42	NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	-198	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
SPT5_T15_R1_peak_587	XV	151	521	+	42	NA	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-249	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
SPT5_T15_R1_peak_60	III	474	866	+	42	NA	promoter-TSS (YCL076W)	protein_coding-promoter-TSS (YCL076W)	-722	YCL076W	YCL076W	YCL076W			YCL076W			protein_coding
SPT5_T15_R1_peak_605	XV	285640	285902	+	42	NA	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-345	YOL021C	YOL021C	YOL021C			DIS3			protein_coding
SPT5_T15_R1_peak_21	II	164214	164407	+	41	NA	promoter-TSS (YBL030C)	protein_coding-promoter-TSS (YBL030C)	-313	YBL030C	YBL030C	YBL030C			PET9			protein_coding
SPT5_T15_R1_peak_241	VI	225796	226211	+	41	NA	promoter-TSS (YFR034C)	protein_coding-promoter-TSS (YFR034C)	-19	YFR034W-A	YFR034W-A	YFR034W-A			YFR034W-A			protein_coding
SPT5_T15_R1_peak_94	IV	366179	366487	+	41	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-459	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
SPT5_T15_R1_peak_260	VII	371196	371642	+	41	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	-57	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
SPT5_T15_R1_peak_705	XVI	812819	813016	+	41	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-464	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T15_R1_peak_286	VII	702741	703068	+	41	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	237	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
SPT5_T15_R1_peak_1	I	392	709	+	41	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	12	YAL068W-A	YAL068W-A	YAL068W-A			YAL068W-A			protein_coding
SPT5_T15_R1_peak_239	VI	221565	221824	+	41	NA	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	-20	RUF23	RUF23	RUF23			RUF23			ncRNA
SPT5_T15_R1_peak_333	VIII	316076	316331	+	41	NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-235	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
SPT5_T15_R1_peak_88	IV	302843	303056	+	41	NA	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-262	YDL085W	YDL085W	YDL085W			NDE2			protein_coding
SPT5_T15_R1_peak_709	XVI	856918	857136	+	41	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	125	tA(AGC)P	tA(AGC)P	tA(AGC)P			tA(AGC)P			tRNA
SPT5_T15_R1_peak_128	IV	955116	955544	+	40	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	197	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
SPT5_T15_R1_peak_539	XIII	861118	861747	+	40	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-490	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T15_R1_peak_335	VIII	341383	341648	+	40	NA	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	-150	YHR116W	YHR116W	YHR116W			COX23			protein_coding
SPT5_T15_R1_peak_624	XV	605953	606393	+	39	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-2	YOR145C	YOR145C	YOR145C			PNO1			protein_coding
SPT5_T15_R1_peak_174	IX	258395	258723	+	39	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-279	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
SPT5_T15_R1_peak_482	XII	950635	950898	+	39	NA	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	-293	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T15_R1_peak_285	VII	700768	701002	+	39	NA	TTS (tK(UUU)G2)	tRNA-TTS (tK(UUU)G2)	163	tK(UUU)G2	tK(UUU)G2	tK(UUU)G2			tK(UUU)G2			tRNA
SPT5_T15_R1_peak_498	XIII	104234	104508	+	39	NA	promoter-TSS (YML081C-A)	protein_coding-promoter-TSS (YML081C-A)	-209	YML081C-A	YML081C-A	YML081C-A			ATP18			protein_coding
SPT5_T15_R1_peak_354	X	136882	137227	+	39	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	-69	YJL150W	YJL150W	YJL150W			YJL150W			protein_coding
SPT5_T15_R1_peak_678	XVI	369225	369662	+	39	NA	promoter-TSS (YPL095C)	protein_coding-promoter-TSS (YPL095C)	-2	YPL095C	YPL095C	YPL095C			EEB1			protein_coding
SPT5_T15_R1_peak_48	II	561323	561554	+	39	NA	promoter-TSS (YBR161W)	protein_coding-promoter-TSS (YBR161W)	-196	YBR161W	YBR161W	YBR161W			CSH1			protein_coding
SPT5_T15_R1_peak_70	III	164096	164287	+	39	NA	promoter-TSS (YCR025C)	protein_coding-promoter-TSS (YCR025C)	-335	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
SPT5_T15_R1_peak_668	XVI	188845	189115	+	39	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-174	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
SPT5_T15_R1_peak_96	IV	392374	392664	+	39	NA	promoter-TSS (YDL035C)	protein_coding-promoter-TSS (YDL035C)	-462	YDL035C	YDL035C	YDL035C			GPR1			protein_coding
SPT5_T15_R1_peak_49	II	564905	565160	+	39	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-199	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
SPT5_T15_R1_peak_152	IV	1434493	1434690	+	39	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-323	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
SPT5_T15_R1_peak_432	XII	54090	54645	+	39	NA	promoter-TSS (YLL041C)	protein_coding-promoter-TSS (YLL041C)	-436	YLL041C	YLL041C	YLL041C			SDH2			protein_coding
SPT5_T15_R1_peak_140	IV	1195017	1195321	+	39	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-285	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
SPT5_T15_R1_peak_136	IV	1150640	1150909	+	39	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-107	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
SPT5_T15_R1_peak_8	I	166203	166422	+	39	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	45	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
SPT5_T15_R1_peak_540	XIII	872790	873107	+	39	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-323	YMR302C	YMR302C	YMR302C			YME2			protein_coding
SPT5_T15_R1_peak_71	III	236318	236625	+	39	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-149	YCR067C	YCR067C	YCR067C			SED4			protein_coding
SPT5_T15_R1_peak_205	V	295095	295526	+	38	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-100	YER069W	YER069W	YER069W			ARG5,6			protein_coding
SPT5_T15_R1_peak_617	XV	487319	487538	+	38	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	-11	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T15_R1_peak_473	XII	818625	819226	+	37	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	316	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T15_R1_peak_194	V	177117	177673	+	37	NA	promoter-TSS (YER012W)	protein_coding-promoter-TSS (YER012W)	296	tE(UUC)E1	tE(UUC)E1	tE(UUC)E1			tE(UUC)E1			tRNA
SPT5_T15_R1_peak_341	VIII	437056	437339	+	37	NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-249	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
SPT5_T15_R1_peak_102	IV	485500	485877	+	37	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-323	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
SPT5_T15_R1_peak_348	X	60252	60765	+	37	NA	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-326	YJL199C	YJL199C	YJL199C			MBB1			protein_coding
SPT5_T15_R1_peak_247	VII	94802	95115	+	37	NA	promoter-TSS (YGL209W)	protein_coding-promoter-TSS (YGL209W)	-900	YGL209W	YGL209W	YGL209W			MIG2			protein_coding
SPT5_T15_R1_peak_90	IV	314739	314973	+	37	NA	promoter-TSS (YDL079C)	protein_coding-promoter-TSS (YDL079C)	-108	YDL079C	YDL079C	YDL079C			MRK1			protein_coding
SPT5_T15_R1_peak_120	IV	811823	812066	+	36	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-166	YDR174W	YDR174W	YDR174W			HMO1			protein_coding
SPT5_T15_R1_peak_497	XIII	101512	101774	+	36	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-219	YML082W	YML082W	YML082W			YML082W			protein_coding
SPT5_T15_R1_peak_72	III	316015	316464	+	36	NA	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	-51	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
SPT5_T15_R1_peak_399	XI	171381	171732	+	36	NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	-227	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
SPT5_T15_R1_peak_583	XIV	662005	662505	+	36	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-658	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T15_R1_peak_132	IV	1016014	1016498	+	36	NA	promoter-TSS (YDR277C)	protein_coding-promoter-TSS (YDR277C)	-554	YDR277C	YDR277C	YDR277C			MTH1			protein_coding
SPT5_T15_R1_peak_302	VII	894225	894945	+	36	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-108	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
SPT5_T15_R1_peak_455	XII	586021	586277	+	36	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-315	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
SPT5_T15_R1_peak_121	IV	835889	836234	+	36	NA	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-360	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
SPT5_T15_R1_peak_476	XII	875243	875434	+	36	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	-38	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
SPT5_T15_R1_peak_713	XVI	921088	921411	+	35	NA	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-611	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
SPT5_T15_R1_peak_657	XVI	24582	24892	+	35	NA	promoter-TSS (YPL273W)	protein_coding-promoter-TSS (YPL273W)	-350	YPL273W	YPL273W	YPL273W			SAM4			protein_coding
SPT5_T15_R1_peak_520	XIII	477839	478200	+	35	NA	promoter-TSS (YMR105C)	protein_coding-promoter-TSS (YMR105C)	-45	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
SPT5_T15_R1_peak_337	VIII	375096	375495	+	35	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	-195	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
SPT5_T15_R1_peak_327	VIII	177216	177546	+	35	NA	promoter-TSS (YHR035W)	protein_coding-promoter-TSS (YHR035W)	618	YHR034C	YHR034C	YHR034C			PIH1			protein_coding
SPT5_T15_R1_peak_512	XIII	349713	350246	+	35	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-402	YMR040W	YMR040W	YMR040W			YET2			protein_coding
SPT5_T15_R1_peak_259	VII	277135	277415	+	35	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-342	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
SPT5_T15_R1_peak_373	X	455071	455286	+	35	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-497	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
SPT5_T15_R1_peak_544	XIII	904349	904602	+	35	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	189	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
SPT5_T15_R1_peak_675	XVI	296951	297391	+	35	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-382	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
SPT5_T15_R1_peak_376	X	609025	609226	+	35	NA	promoter-TSS (YJR095W)	protein_coding-promoter-TSS (YJR095W)	-648	YJR095W	YJR095W	YJR095W			SFC1			protein_coding
SPT5_T15_R1_peak_371	X	378468	378702	+	35	NA	promoter-TSS (YJL036W)	protein_coding-promoter-TSS (YJL036W)	225	tV(AAC)J	tV(AAC)J	tV(AAC)J			tV(AAC)J			tRNA
SPT5_T15_R1_peak_554	XIV	198206	198841	+	34	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-580	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
