PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XII-40	XII	1012137	1012227	+	1471.5	0.525	promoter-TSS (YLR436C)	protein_coding-promoter-TSS (YLR436C)	-159	YLR437C	YLR437C	YLR437C			DIF1			protein_coding
XVI-30	XVI	340645	340735	+	1471.5	0.600	TTS (YPL110C)	protein_coding-TTS (YPL110C)	746	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
X-25	X	521814	521904	+	1471.5	0.750	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-189	YJR046W	YJR046W	YJR046W			TAH11			protein_coding
XV-44	XV	94497	94587	+	1471.5	0.609	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-140	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
IV-49	IV	591952	592042	+	1471.5	0.500	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-442	YDR073W	YDR073W	YDR073W			SNF11			protein_coding
IV-35	IV	765394	765484	+	1471.5	0.783	promoter-TSS (YDR151C)	protein_coding-promoter-TSS (YDR151C)	-267	YDR152W	YDR152W	YDR152W			GIR2			protein_coding
XV-33	XV	27870	27960	+	1471.5	0.533	TTS (YOL155C)	protein_coding-TTS (YOL155C)	831	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
IV-40	IV	722005	722095	+	1471.5	0.667	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-569	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
XVI-27	XVI	132290	132380	+	1471.5	0.864	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-220	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
X-18	X	157463	157553	+	1471.5	0.696	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-235	YJL136C	YJL136C	YJL136C			RPS21B			protein_coding
X-30	X	75616	75706	+	1373.4	0.583	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-272	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
XIV-27	XIV	576167	576257	+	1373.4	0.704	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-162	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
XVI-40	XVI	24749	24839	+	1373.4	0.750	promoter-TSS (YPL273W)	protein_coding-promoter-TSS (YPL273W)	-293	YPL273W	YPL273W	YPL273W			SAM4			protein_coding
XV-43	XV	69225	69315	+	1373.4	0.696	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-516	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
II-35	II	193623	193713	+	1373.4	0.645	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-454	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
IV-58	IV	491238	491328	+	1373.4	0.480	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	-232	YDR025W	YDR025W	YDR025W			RPS11A			protein_coding
XV-55	XV	592692	592782	+	1373.4	0.882	promoter-TSS (YOR141C)	protein_coding-promoter-TSS (YOR141C)	-150	YOR141C	YOR141C	YOR141C			ARP8			protein_coding
IX-24	IX	415892	415982	+	1373.4	0.500	promoter-TSS (YIR032C)	protein_coding-promoter-TSS (YIR032C)	-187	YIR033W	YIR033W	YIR033W			MGA2			protein_coding
IV-53	IV	1434533	1434623	+	1373.4	0.682	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-310	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
XII-53	XII	289761	289851	+	1373.4	0.778	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-406	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
II-26	II	141082	141172	+	1373.4	0.700	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-120	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
IV-61	IV	892540	892630	+	1373.4	0.875	promoter-TSS (YDR214W)	protein_coding-promoter-TSS (YDR214W)	-290	YDR214W	YDR214W	YDR214W			AHA1			protein_coding
VII-53	VII	206477	206567	+	1373.4	0.680	promoter-TSS (YGL158W)	protein_coding-promoter-TSS (YGL158W)	-511	YGL158W	YGL158W	YGL158W			RCK1			protein_coding
XIII-39	XIII	220826	220916	+	1373.4	0.750	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-535	YML027W	YML027W	YML027W			YOX1			protein_coding
XI-32	XI	158433	158523	+	1373.4	0.652	promoter-TSS (YKL156W)	protein_coding-promoter-TSS (YKL156W)	-135	YKL156W	YKL156W	YKL156W			RPS27A			protein_coding
VII-56	VII	913306	913396	+	1373.4	0.737	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-124	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
IX-26	IX	332920	333010	+	1373.4	0.600	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	-46	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
XIV-24	XIV	340152	340242	+	1373.4	0.833	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	-155	YNL157W	YNL157W	YNL157W			IGO1			protein_coding
XI-30	XI	618817	618907	+	1373.4	0.800	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-112	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
XIII-44	XIII	886466	886556	+	1373.4	0.478	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	61	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
VIII-24	VIII	467027	467117	+	1373.4	0.824	promoter-TSS (YHR180C-B)	protein_coding-promoter-TSS (YHR180C-B)	-10	YHR180C-B	YHR180C-B	YHR180C-B			YHR180C-B			protein_coding
XVI-42	XVI	215219	215309	+	1373.4	0.636	TTS (YPL176C)	protein_coding-TTS (YPL176C)	-1302	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
V-44	V	483100	483190	+	1373.4	0.577	promoter-TSS (YER155C)	protein_coding-promoter-TSS (YER155C)	-297	YER155C	YER155C	YER155C			BEM2			protein_coding
XVI-44	XVI	404320	404410	+	1373.4	0.789	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-282	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
XII-46	XII	645877	645967	+	1373.4	0.500	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	31	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
X-24	X	466355	466445	+	1373.4	0.778	promoter-TSS (YJR016C)	protein_coding-promoter-TSS (YJR016C)	-192	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
IV-59	IV	556746	556836	+	1373.4	0.630	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-319	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
VIII-20	VIII	122601	122691	+	1373.4	0.500	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	119	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
XIII-20	XIII	774217	774307	+	1373.4	0.706	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-490	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
VI-17	VI	157867	157957	+	1373.4	0.737	promoter-TSS (tF(GAA)F)	tRNA-promoter-TSS (tF(GAA)F)	95	tF(GAA)F	tF(GAA)F	tF(GAA)F			tF(GAA)F			tRNA
V-48	V	467996	468086	+	1373.4	0.800	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-329	YER150W	YER150W	YER150W			SPI1			protein_coding
XII-45	XII	329455	329545	+	1373.4	0.667	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-262	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
XVI-41	XVI	106919	107009	+	1373.4	0.556	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-311	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
XIV-29	XIV	739422	739512	+	1373.4	0.778	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-484	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
XIV-21	XIV	495145	495235	+	1373.4	0.808	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-189	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
I-8	I	34466	34556	+	1373.4	0.714	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-644	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
VI-15	VI	82100	82190	+	1373.4	0.739	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-233	YFL027C	YFL027C	YFL027C			GYP8			protein_coding
XVI-34	XVI	450884	450974	+	1373.4	0.640	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-552	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
V-42	V	225417	225507	+	1373.4	0.773	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-263	YER036C	YER036C	YER036C			ARB1			protein_coding
XV-52	XV	218858	218948	+	1373.4	0.727	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-308	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
V-43	V	268456	268546	+	1373.4	0.531	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-388	YER056C	YER056C	YER056C			FCY2			protein_coding
II-32	II	761007	761097	+	1373.4	0.720	promoter-TSS (YBR277C)	protein_coding-promoter-TSS (YBR277C)	-205	YBR279W	YBR279W	YBR279W			PAF1			protein_coding
XV-46	XV	639003	639093	+	1373.4	0.654	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	219	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
XV-45	XV	479954	480044	+	1373.4	0.842	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-362	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
X-22	X	123190	123280	+	1373.4	0.750	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-287	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
IV-60	IV	769229	769319	+	1373.4	0.567	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-251	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
XIII-38	XIII	271978	272068	+	1373.4	0.850	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-170	YMR002W	YMR002W	YMR002W			MIX17			protein_coding
X-27	X	716001	716091	+	1373.4	0.833	promoter-TSS (YJR151C)	protein_coding-promoter-TSS (YJR151C)	-306	YJR151C	YJR151C	YJR151C			DAN4			protein_coding
XV-47	XV	679093	679183	+	1373.4	0.556	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	-219	YOR184W	YOR184W	YOR184W			SER1			protein_coding
XI-35	XI	578909	578999	+	1373.4	0.625	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-11	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
II-38	II	595788	595878	+	1373.4	0.640	promoter-TSS (YBR182C)	protein_coding-promoter-TSS (YBR182C)	-278	YBR182C-A	YBR182C-A	YBR182C-A			YBR182C-A			protein_coding
XV-29	XV	83390	83480	+	1373.4	0.645	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-399	YOL125W	YOL125W	YOL125W			TRM13			protein_coding
X-23	X	424249	424339	+	1373.4	0.850	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	-185	YJL006C	YJL006C	YJL006C			CTK2			protein_coding
VII-41	VII	905042	905132	+	1373.4	0.741	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	-150	YGR203W	YGR203W	YGR203W			YCH1			protein_coding
IV-51	IV	976604	976694	+	1373.4	0.640	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	580	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
XV-38	XV	316499	316589	+	1373.4	0.769	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-369	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
XI-18	XI	308871	308961	+	1373.4	0.533	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-290	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
VII-47	VII	560129	560219	+	1373.4	0.682	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-180	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
III-15	III	227863	227953	+	1373.4	0.615	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	-34	tS(CGA)C	tS(CGA)C	tS(CGA)C			SUP61			tRNA
IV-54	IV	1450943	1451033	+	1373.4	0.750	promoter-TSS (YDR500C)	protein_coding-promoter-TSS (YDR500C)	-135	YDR500C	YDR500C	YDR500C			RPL37B			protein_coding
II-39	II	60993	61083	+	1373.4	0.810	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-299	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
X-32	X	294906	294996	+	1373.4	0.667	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	110	YJL077C	YJL077C	YJL077C			ICS3			protein_coding
XVI-38	XVI	840351	840441	+	1373.4	0.680	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-619	YPR156C	YPR156C	YPR156C			TPO3			protein_coding
XII-48	XII	784297	784387	+	1373.4	0.739	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-12	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
XIII-21	XIII	810967	811057	+	1373.4	0.840	promoter-TSS (YMR272C)	protein_coding-promoter-TSS (YMR272C)	-77	YMR272W-B	YMR272W-B	YMR272W-B			YMR272W-B			protein_coding
XII-52	XII	259787	259877	+	1373.4	0.667	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-431	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
VII-54	VII	428237	428327	+	1373.4	0.652	promoter-TSS (YGL036W)	protein_coding-promoter-TSS (YGL036W)	-319	YGL036W	YGL036W	YGL036W			YGL036W			protein_coding
III-13	III	122802	122892	+	1373.4	0.531	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	156	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
XIII-26	XIII	661867	661957	+	1373.4	0.500	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-732	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
V-50	V	141364	141454	+	1373.4	0.800	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-483	YEL007W	YEL007W	YEL007W			MIT1			protein_coding
II-30	II	556051	556141	+	1373.4	0.615	promoter-TSS (YBR158W)	protein_coding-promoter-TSS (YBR158W)	-453	YBR158W	YBR158W	YBR158W			AMN1			protein_coding
VIII-23	VIII	422520	422610	+	1373.4	0.700	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-279	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
XIII-43	XIII	798244	798334	+	1373.4	0.636	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-229	YMR266W	YMR266W	YMR266W			RSN1			protein_coding
IX-21	IX	197631	197721	+	1275.3	0.720	promoter-TSS (tE(CUC)I)	tRNA-promoter-TSS (tE(CUC)I)	84	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
XIII-51	XIII	627974	628064	+	1275.3	0.842	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-170	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
XVI-47	XVI	227874	227964	+	1275.3	0.720	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-395	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
IV-45	IV	130669	130759	+	1275.3	0.650	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-230	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
II-37	II	452256	452346	+	1275.3	0.727	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-332	YBR105C	YBR105C	YBR105C			VID24			protein_coding
XV-60	XV	461635	461725	+	1275.3	0.750	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	-111	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
X-34	X	355465	355555	+	1275.3	0.684	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	54	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
IV-64	IV	156080	156170	+	1275.3	0.722	promoter-TSS (YDL170W)	protein_coding-promoter-TSS (YDL170W)	-193	YDL170W	YDL170W	YDL170W			UGA3			protein_coding
XIII-36	XIII	124367	124457	+	1275.3	0.571	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-240	YML073C	YML073C	YML073C			RPL6A			protein_coding
XIV-31	XIV	310322	310412	+	1275.3	0.765	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-269	YNL172W	YNL172W	YNL172W			APC1			protein_coding
III-18	III	279954	280044	+	1275.3	0.722	promoter-TSS (YCR092C)	protein_coding-promoter-TSS (YCR092C)	-118	YCR093W	YCR093W	YCR093W			CDC39			protein_coding
XV-63	XV	586452	586542	+	1275.3	0.867	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-173	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
V-40	V	42131	42221	+	1275.3	0.731	promoter-TSS (YEL059W)	protein_coding-promoter-TSS (YEL059W)	-223	YEL060C	YEL060C	YEL060C			PRB1			protein_coding
IV-72	IV	1301050	1301140	+	1275.3	0.619	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-521	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
XVI-36	XVI	678882	678972	+	1275.3	0.467	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-24	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
VIII-18	VIII	146186	146276	+	1275.3	0.680	promoter-TSS (tA(AGC)H)	tRNA-promoter-TSS (tA(AGC)H)	83	tA(AGC)H	tA(AGC)H	tA(AGC)H			tA(AGC)H			tRNA
V-41	V	100176	100266	+	1275.3	0.833	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	88	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
VI-20	VI	55113	55203	+	1275.3	0.636	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-462	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
XIII-42	XIII	798012	798102	+	1275.3	0.783	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-132	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
IV-73	IV	1385887	1385977	+	1275.3	0.722	promoter-TSS (YDR461C-A)	protein_coding-promoter-TSS (YDR461C-A)	-141	YDR462W	YDR462W	YDR462W			MRPL28			protein_coding
III-17	III	246752	246842	+	1275.3	0.800	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-166	YCR073W-A	YCR073W-A	YCR073W-A			SOL2			protein_coding
II-43	II	415526	415616	+	1275.3	0.593	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-310	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
II-31	II	606059	606149	+	1275.3	0.607	promoter-TSS (YBR191W)	protein_coding-promoter-TSS (YBR191W)	138	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
XV-64	XV	670969	671059	+	1275.3	0.696	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-773	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
XII-44	XII	125207	125297	+	1275.3	0.609	promoter-TSS (YLL012W)	protein_coding-promoter-TSS (YLL012W)	-282	YLL012W	YLL012W	YLL012W			YEH1			protein_coding
XIII-52	XIII	880651	880741	+	1275.3	0.700	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-463	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
XV-61	XV	472485	472575	+	1275.3	0.636	promoter-TSS (YOR076C)	protein_coding-promoter-TSS (YOR076C)	-195	YOR078W	YOR078W	YOR078W			BUD21			protein_coding
VIII-27	VIII	272483	272573	+	1275.3	0.750	promoter-TSS (YHR082C)	protein_coding-promoter-TSS (YHR082C)	-99	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
VII-60	VII	610167	610257	+	1275.3	0.483	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	-352	YGR060W	YGR060W	YGR060W			ERG25			protein_coding
XII-50	XII	198196	198286	+	1275.3	0.778	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-156	YLR027C	YLR027C	YLR027C			AAT2			protein_coding
XIII-30	XIII	159104	159194	+	1275.3	0.720	promoter-TSS (YML058W)	protein_coding-promoter-TSS (YML058W)	-234	YML058W	YML058W	YML058W			SML1			protein_coding
VIII-17	VIII	143715	143805	+	1275.3	0.900	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-202	YHR019C	YHR019C	YHR019C			DED81			protein_coding
I-12	I	211017	211107	+	1275.3	0.700	Intergenic	Intergenic	2695	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
VII-57	VII	23658	23748	+	1275.3	0.611	promoter-TSS (YGL253W)	protein_coding-promoter-TSS (YGL253W)	-232	YGL253W	YGL253W	YGL253W			HXK2			protein_coding
IX-15	IX	102333	102423	+	1275.3	0.750	promoter-TSS (YIL130W)	protein_coding-promoter-TSS (YIL130W)	-143	YIL131C	YIL131C	YIL131C			FKH1			protein_coding
XII-57	XII	605420	605510	+	1275.3	0.650	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	-33	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
IV-43	IV	56796	56886	+	1275.3	0.737	promoter-TSS (YDL224C)	protein_coding-promoter-TSS (YDL224C)	-495	YDL224C	YDL224C	YDL224C			WHI4			protein_coding
XV-58	XV	304770	304860	+	1275.3	0.684	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-534	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
IV-55	IV	20250	20340	+	1275.3	0.762	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-340	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
X-39	X	360920	361010	+	1275.3	0.550	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-284	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
IV-62	IV	1011704	1011794	+	1275.3	0.593	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	211	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
IV-75	IV	1496689	1496779	+	1275.3	0.737	promoter-TSS (YDR529C)	protein_coding-promoter-TSS (YDR529C)	-186	YDR529C	YDR529C	YDR529C			QCR7			protein_coding
IX-28	IX	177729	177819	+	1275.3	0.765	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-93	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
XI-31	XI	24912	25002	+	1275.3	0.609	promoter-TSS (YKL216W)	protein_coding-promoter-TSS (YKL216W)	-258	YKL216W	YKL216W	YKL216W			URA1			protein_coding
XII-51	XII	234643	234733	+	1275.3	0.700	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-607	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
VII-51	VII	165213	165303	+	1275.3	0.722	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-167	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
II-45	II	466143	466233	+	1275.3	0.625	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-418	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
XVI-28	XVI	257163	257253	+	1275.3	0.667	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-441	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
II-46	II	798961	799051	+	1275.3	0.577	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-484	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
VII-48	VII	654187	654277	+	1275.3	0.636	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-402	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
VII-61	VII	640483	640573	+	1275.3	0.609	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-157	YGR078C	YGR078C	YGR078C			PAC10			protein_coding
V-54	V	302572	302662	+	1275.3	0.722	promoter-TSS (YER071C)	protein_coding-promoter-TSS (YER071C)	-189	YER072W	YER072W	YER072W			VTC1			protein_coding
VIII-29	VIII	422728	422818	+	1275.3	0.650	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-299	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
XIII-49	XIII	510478	510568	+	1275.3	0.565	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	-175	YMR121C	YMR121C	YMR121C			RPL15B			protein_coding
XIII-35	XIII	91161	91251	+	1275.3	0.722	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	203	YML089C	YML089C	YML089C			YML089C			protein_coding
XIII-46	XIII	91961	92051	+	1275.3	0.619	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-229	YML088W	YML088W	YML088W			UFO1			protein_coding
IV-63	IV	1507397	1507487	+	1275.3	0.667	promoter-TSS (YDR535C)	protein_coding-promoter-TSS (YDR535C)	-80	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
III-16	III	236518	236608	+	1275.3	0.739	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-241	YCR067C	YCR067C	YCR067C			SED4			protein_coding
VII-55	VII	544500	544590	+	1177.2	0.778	promoter-TSS (snR46)	snoRNA-promoter-TSS (snR46)	103	tD(GUC)G2	tD(GUC)G2	tD(GUC)G2			tD(GUC)G2			tRNA
XV-71	XV	772290	772380	+	1177.2	0.733	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-266	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
IV-86	IV	976402	976492	+	1177.2	0.737	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	-665	YDR259C	YDR259C	YDR259C			YAP6			protein_coding
XII-66	XII	826724	826814	+	1177.2	0.684	promoter-TSS (YLR347C)	protein_coding-promoter-TSS (YLR347C)	-356	YLR347C	YLR347C	YLR347C			KAP95			protein_coding
XI-41	XI	80591	80681	+	1177.2	0.611	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-99	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
