PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XI-25	XI	226278	226374	+	1410.3	0.692	promoter-TSS (YKL112W)	protein_coding-promoter-TSS (YKL112W)	-244	YKL112W	YKL112W	YKL112W			ABF1			protein_coding
XIII-38	XIII	159089	159185	+	1410.3	0.833	promoter-TSS (YML058W)	protein_coding-promoter-TSS (YML058W)	-246	YML058W	YML058W	YML058W			SML1			protein_coding
XII-26	XII	522298	522394	+	1410.3	0.559	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	240	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
IV-45	IV	1164818	1164914	+	1410.3	0.625	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-206	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
V-24	V	6279	6375	+	1410.3	0.600	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	201	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
XIV-15	XIV	63184	63280	+	1410.3	0.833	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-289	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
XV-64	XV	931325	931421	+	1327.4	0.606	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-292	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
IV-69	IV	461415	461511	+	1327.4	0.739	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-216	YDR006C	YDR006C	YDR006C			SOK1			protein_coding
II-35	II	770704	770800	+	1327.4	0.724	promoter-TSS (YBR283C)	protein_coding-promoter-TSS (YBR283C)	-337	YBR283C	YBR283C	YBR283C			SSH1			protein_coding
XVI-34	XVI	653934	654030	+	1327.4	0.714	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-184	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
II-24	II	477191	477287	+	1327.4	0.606	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-432	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
VIII-32	VIII	556331	556427	+	1327.4	0.773	TTS (YHR216W)	protein_coding-TTS (YHR216W)	663	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
XIV-22	XIV	783528	783624	+	1327.4	0.810	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-35	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
XIV-21	XIV	317826	317922	+	1327.4	0.708	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-203	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
V-35	V	221605	221701	+	1327.4	0.571	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	-193	YER034W	YER034W	YER034W			YER034W			protein_coding
VII-49	VII	584281	584377	+	1327.4	0.704	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-33	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
XII-37	XII	1065247	1065343	+	1327.4	0.667	promoter-TSS (YLR462W)	protein_coding-promoter-TSS (YLR462W)	-661	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
XIII-49	XIII	577499	577595	+	1327.4	0.773	promoter-TSS (YMR161W)	protein_coding-promoter-TSS (YMR161W)	-171	YMR161W	YMR161W	YMR161W			HLJ1			protein_coding
XV-57	XV	578100	578196	+	1327.4	0.750	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-416	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
XV-56	XV	274463	274559	+	1327.4	0.783	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-158	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
VII-40	VII	702771	702867	+	1327.4	0.750	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	152	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
IX-21	IX	210653	210749	+	1327.4	0.800	promoter-TSS (tI(AAU)I2)	tRNA-promoter-TSS (tI(AAU)I2)	36	tI(AAU)I2	tI(AAU)I2	tI(AAU)I2			tI(AAU)I2			tRNA
X-25	X	268582	268678	+	1327.4	0.667	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-169	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
XV-59	XV	158976	159072	+	1327.4	0.850	promoter-TSS (YOL086W-A)	protein_coding-promoter-TSS (YOL086W-A)	-149	YOL086W-A	YOL086W-A	YOL086W-A			MHF1			protein_coding
IV-70	IV	836162	836258	+	1327.4	0.727	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-211	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
XII-30	XII	212191	212287	+	1327.4	0.727	promoter-TSS (YLR034C)	protein_coding-promoter-TSS (YLR034C)	-306	YLR034C	YLR034C	YLR034C			SMF3			protein_coding
XIV-28	XIV	500603	500699	+	1327.4	0.808	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-864	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
XIV-25	XIV	405798	405894	+	1327.4	0.556	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-282	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
I-4	I	45379	45475	+	1327.4	0.455	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-405	YAL054C	YAL054C	YAL054C			ACS1			protein_coding
IX-20	IX	197641	197737	+	1327.4	0.667	promoter-TSS (tE(CUC)I)	tRNA-promoter-TSS (tE(CUC)I)	97	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
XIII-44	XIII	223995	224091	+	1327.4	0.826	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-215	YML026C	YML026C	YML026C			RPS18B			protein_coding
IV-71	IV	909559	909655	+	1327.4	0.704	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-447	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
VIII-24	VIII	342144	342240	+	1327.4	0.769	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	-157	YHR117W	YHR117W	YHR117W			TOM71			protein_coding
II-32	II	419836	419932	+	1327.4	0.679	promoter-TSS (YBR085C-A)	protein_coding-promoter-TSS (YBR085C-A)	-720	YBR085C-A	YBR085C-A	YBR085C-A			YBR085C-A			protein_coding
XVI-44	XVI	901658	901754	+	1327.4	0.692	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-338	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
XIII-42	XIII	915289	915385	+	1327.4	0.704	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-799	YMR319C	YMR319C	YMR319C			FET4			protein_coding
IV-55	IV	1301348	1301444	+	1327.4	0.724	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-220	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
XIV-19	XIV	87457	87553	+	1327.4	0.680	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-392	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
XII-29	XII	198180	198276	+	1327.4	0.667	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-143	YLR027C	YLR027C	YLR027C			AAT2			protein_coding
VII-57	VII	528646	528742	+	1327.4	0.567	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-570	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
II-27	II	662688	662784	+	1327.4	0.680	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-487	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
VIII-21	VIII	422537	422633	+	1327.4	0.576	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-299	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
IV-59	IV	765413	765509	+	1327.4	0.692	promoter-TSS (YDR151C)	protein_coding-promoter-TSS (YDR151C)	-245	YDR152W	YDR152W	YDR152W			GIR2			protein_coding
XIII-46	XIII	551692	551788	+	1327.4	0.593	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-188	YMR143W	YMR143W	YMR143W			RPS16A			protein_coding
XVI-40	XVI	264433	264529	+	1327.4	0.842	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	-121	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
VIII-26	VIII	52	148	+	1327.4	0.850	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-711	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
VII-56	VII	472481	472577	+	1327.4	0.654	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-231	YGL013C	YGL013C	YGL013C			PDR1			protein_coding
II-36	II	136147	136243	+	1327.4	0.467	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	197	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
V-33	V	349472	349568	+	1327.4	0.864	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-174	YER094C	YER094C	YER094C			PUP3			protein_coding
XII-38	XII	11354	11450	+	1327.4	0.720	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-324	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
XII-35	XII	877504	877600	+	1327.4	0.704	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-374	YLR378C	YLR378C	YLR378C			SEC61			protein_coding
VII-52	VII	124283	124379	+	1327.4	0.773	promoter-TSS (YGL197W)	protein_coding-promoter-TSS (YGL197W)	-289	YGL199C	YGL199C	YGL199C			YGL199C			protein_coding
XVI-39	XVI	257159	257255	+	1327.4	0.654	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-440	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
IV-57	IV	330554	330650	+	1327.4	0.655	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-155	YDL072C	YDL072C	YDL072C			YET3			protein_coding
V-31	V	261665	261761	+	1327.4	0.486	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-667	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
XV-52	XV	481822	481918	+	1327.4	0.760	promoter-TSS (YOR085W)	protein_coding-promoter-TSS (YOR085W)	-163	YOR085W	YOR085W	YOR085W			OST3			protein_coding
X-26	X	337812	337908	+	1327.4	0.556	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	143	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
XI-24	XI	164669	164765	+	1327.4	0.720	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-332	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
XIV-18	XIV	60094	60190	+	1327.4	0.760	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-155	YNL304W	YNL304W	YNL304W			YPT11			protein_coding
VII-66	VII	920290	920386	+	1244.4	0.643	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-237	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
XVI-46	XVI	135607	135703	+	1244.4	0.737	promoter-TSS (YPL220W)	protein_coding-promoter-TSS (YPL220W)	-135	YPL220W	YPL220W	YPL220W			RPL1A			protein_coding
VIII-34	VIII	150755	150851	+	1244.4	0.800	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	-458	YHR022C	YHR022C	YHR022C			YHR022C			protein_coding
XI-30	XI	21656	21752	+	1244.4	0.500	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-530	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
VII-65	VII	739282	739378	+	1244.4	0.615	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	208	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
XVI-53	XVI	56140	56236	+	1244.4	0.652	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	86	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
XVI-45	XVI	24799	24895	+	1244.4	0.727	promoter-TSS (YPL273W)	protein_coding-promoter-TSS (YPL273W)	-240	YPL273W	YPL273W	YPL273W			SAM4			protein_coding
IV-58	IV	556709	556805	+	1244.4	0.455	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-285	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
XIII-34	XIII	302781	302877	+	1244.4	0.677	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-344	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
II-42	II	203225	203321	+	1244.4	0.667	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-265	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
XVI-38	XVI	106936	107032	+	1244.4	0.792	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-291	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
VII-61	VII	206608	206704	+	1244.4	0.600	promoter-TSS (YGL158W)	protein_coding-promoter-TSS (YGL158W)	-377	YGL158W	YGL158W	YGL158W			RCK1			protein_coding
IV-79	IV	1266918	1267014	+	1244.4	0.750	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-68	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
XV-62	XV	891781	891877	+	1244.4	0.654	promoter-TSS (YOR306C)	protein_coding-promoter-TSS (YOR306C)	-397	YOR306C	YOR306C	YOR306C			MCH5			protein_coding
II-45	II	356628	356724	+	1244.4	0.818	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	-110	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
IX-29	IX	389115	389211	+	1244.4	0.824	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3462	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
XII-57	XII	1064527	1064623	+	1244.4	0.882	Intergenic	Intergenic	-1381	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
X-28	X	60648	60744	+	1244.4	0.750	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-148	YJL198W	YJL198W	YJL198W			PHO90			protein_coding
VII-64	VII	423134	423230	+	1244.4	0.640	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	90	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
VII-62	VII	371276	371372	+	1244.4	0.586	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	38	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
VIII-42	VIII	512304	512400	+	1244.4	0.682	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-380	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
II-44	II	341734	341830	+	1244.4	0.652	Intergenic	Intergenic	-1031	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
V-45	V	225536	225632	+	1244.4	0.720	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-305	YER037W	YER037W	YER037W			PHM8			protein_coding
XIV-26	XIV	198640	198736	+	1244.4	0.469	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-745	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
V-41	V	295285	295381	+	1244.4	0.727	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-77	YER069W	YER069W	YER069W			ARG5,6			protein_coding
XII-55	XII	837623	837719	+	1244.4	0.714	promoter-TSS (YLR354C)	protein_coding-promoter-TSS (YLR354C)	-314	YLR354C	YLR354C	YLR354C			TAL1			protein_coding
XV-47	XV	700937	701033	+	1244.4	0.577	promoter-TSS (YOR192C)	protein_coding-promoter-TSS (YOR192C)	-418	YOR192C	YOR192C	YOR192C			THI72			protein_coding
IV-48	IV	106919	107015	+	1244.4	0.783	promoter-TSS (YDL195W)	protein_coding-promoter-TSS (YDL195W)	226	YDL196W	YDL196W	YDL196W			YDL196W			protein_coding
IV-75	IV	341311	341407	+	1244.4	0.652	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-260	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
XVI-50	XVI	453453	453549	+	1244.4	0.552	promoter-TSS (YPL057C)	protein_coding-promoter-TSS (YPL057C)	234	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
II-52	II	625095	625191	+	1244.4	0.600	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-447	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
II-41	II	140699	140795	+	1244.4	0.593	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-487	YBL042C	YBL042C	YBL042C			FUI1			protein_coding
XV-66	XV	55289	55385	+	1244.4	0.471	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-221	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
IX-25	IX	141831	141927	+	1244.4	0.714	promoter-TSS (YIL117C)	protein_coding-promoter-TSS (YIL117C)	-310	YIL117C	YIL117C	YIL117C			PRM5			protein_coding
XI-23	XI	93751	93847	+	1244.4	0.654	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-501	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
II-40	II	101704	101800	+	1244.4	0.810	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-134	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
IV-74	IV	302823	302919	+	1244.4	0.696	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-201	YDL085C-A	YDL085C-A	YDL085C-A			YDL085C-A			protein_coding
VI-13	VI	90697	90793	+	1244.4	0.559	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-241	YFL023W	YFL023W	YFL023W			BUD27			protein_coding
XVI-37	XVI	942604	942700	+	1244.4	0.750	promoter-TSS (YPR202W)	protein_coding-promoter-TSS (YPR202W)	-380	YPR202W	YPR202W	YPR202W			YPR202W			protein_coding
VII-60	VII	165948	166044	+	1244.4	0.515	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-905	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
XII-48	XII	320276	320372	+	1244.4	0.640	promoter-TSS (YLR089C)	protein_coding-promoter-TSS (YLR089C)	-309	YLR089C	YLR089C	YLR089C			ALT1			protein_coding
X-27	X	703697	703793	+	1244.4	0.531	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-140	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
XII-53	XII	809086	809182	+	1244.4	0.536	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-863	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
IV-62	IV	1055968	1056064	+	1244.4	0.667	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-535	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
II-37	II	491019	491115	+	1244.4	0.471	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	140	YBR126W-B	YBR126W-B	YBR126W-B			YBR126W-B			protein_coding
VII-48	VII	581764	581860	+	1244.4	0.630	promoter-TSS (YGR043C)	protein_coding-promoter-TSS (YGR043C)	-376	YGR043C	YGR043C	YGR043C			NQM1			protein_coding
VIII-35	VIII	267025	267121	+	1244.4	0.615	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-235	YHR080C	YHR080C	YHR080C			YHR080C			protein_coding
IX-24	IX	316436	316532	+	1244.4	0.515	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-284	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
VII-67	VII	951489	951585	+	1244.4	0.818	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-357	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
X-31	X	424275	424371	+	1244.4	0.500	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	192	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
V-37	V	69610	69706	+	1244.4	0.696	promoter-TSS (YEL043W)	protein_coding-promoter-TSS (YEL043W)	-99	YEL044W	YEL044W	YEL044W			IES6			protein_coding
VIII-23	VIII	181746	181842	+	1244.4	0.842	promoter-TSS (YHR037W)	protein_coding-promoter-TSS (YHR037W)	-183	YHR037W	YHR037W	YHR037W			PUT2			protein_coding
XIII-43	XIII	220958	221054	+	1244.4	0.552	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-400	YML027W	YML027W	YML027W			YOX1			protein_coding
VIII-36	VIII	267317	267413	+	1244.4	0.800	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-173	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
XIII-51	XIII	826662	826758	+	1244.4	0.833	promoter-TSS (YMR279C)	protein_coding-promoter-TSS (YMR279C)	-359	YMR279C	YMR279C	YMR279C			YMR279C			protein_coding
X-33	X	598422	598518	+	1244.4	0.882	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-134	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
XV-60	XV	299278	299374	+	1244.4	0.750	promoter-TSS (YOL014W)	protein_coding-promoter-TSS (YOL014W)	-367	YOL014W	YOL014W	YOL014W			YOL014W			protein_coding
VIII-31	VIII	521996	522092	+	1244.4	0.727	promoter-TSS (YHR210C)	protein_coding-promoter-TSS (YHR210C)	-307	YHR210C	YHR210C	YHR210C			YHR210C			protein_coding
XII-51	XII	645586	645682	+	1244.4	0.600	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	319	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
V-32	V	342579	342675	+	1244.4	0.556	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-16	YER091C-A	YER091C-A	YER091C-A			YER091C-A			protein_coding
XV-61	XV	673865	673961	+	1244.4	0.636	TTS (YOR180C)	protein_coding-TTS (YOR180C)	1254	YOR180C	YOR180C	YOR180C			DCI1			protein_coding
XIV-24	XIV	112806	112902	+	1161.4	0.444	promoter-TSS (YNL278W)	protein_coding-promoter-TSS (YNL278W)	-417	YNL278W	YNL278W	YNL278W			CAF120			protein_coding
XIV-31	XIV	739295	739391	+	1161.4	0.593	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-608	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
X-30	X	224090	224186	+	1161.4	0.696	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-917	YJL105W	YJL105W	YJL105W			SET4			protein_coding
V-50	V	248288	248384	+	1161.4	0.875	promoter-TSS (YER048C)	protein_coding-promoter-TSS (YER048C)	-179	YER048C	YER048C	YER048C			CAJ1			protein_coding
XVI-55	XVI	370703	370799	+	1161.4	0.600	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-88	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
XIII-52	XIII	101673	101769	+	1161.4	0.833	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-141	YML082W	YML082W	YML082W			YML082W			protein_coding
XI-39	XI	362275	362371	+	1161.4	0.682	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-299	YKL039W	YKL039W	YKL039W			PTM1			protein_coding
XV-65	XV	1049222	1049318	+	1161.4	0.696	promoter-TSS (YOR378W)	protein_coding-promoter-TSS (YOR378W)	-241	YOR378W	YOR378W	YOR378W			AMF1			protein_coding
IX-26	IX	175080	175176	+	1161.4	0.889	promoter-TSS (YIL102C)	protein_coding-promoter-TSS (YIL102C)	97	tT(AGU)I1	tT(AGU)I1	tT(AGU)I1			tT(AGU)I1			tRNA
XIII-47	XIII	16794	16890	+	1161.4	0.536	promoter-TSS (YML127W)	protein_coding-promoter-TSS (YML127W)	-166	YML128C	YML128C	YML128C			MSC1			protein_coding
XV-73	XV	943463	943559	+	1161.4	0.824	promoter-TSS (YOR330C)	protein_coding-promoter-TSS (YOR330C)	-126	YOR330C	YOR330C	YOR330C			MIP1			protein_coding
II-50	II	452262	452358	+	1161.4	0.727	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-341	YBR105C	YBR105C	YBR105C			VID24			protein_coding
XI-31	XI	127192	127288	+	1161.4	0.708	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-235	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
IV-76	IV	955418	955514	+	1161.4	0.615	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	333	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
III-10	III	52455	52551	+	1161.4	0.706	promoter-TSS (YCL039W)	protein_coding-promoter-TSS (YCL039W)	-142	YCL039W	YCL039W	YCL039W			GID7			protein_coding
XVI-41	XVI	566931	567027	+	1161.4	0.654	promoter-TSS (YPR005C)	protein_coding-promoter-TSS (YPR005C)	-308	YPR005C	YPR005C	YPR005C			HAL1			protein_coding
XVI-35	XVI	502430	502526	+	1161.4	0.577	promoter-TSS (YPL026C)	protein_coding-promoter-TSS (YPL026C)	-295	YPL026C	YPL026C	YPL026C			SKS1			protein_coding
IV-85	IV	392550	392646	+	1161.4	0.667	promoter-TSS (YDL035C)	protein_coding-promoter-TSS (YDL035C)	-541	YDL035C	YDL035C	YDL035C			GPR1			protein_coding
IV-92	IV	1355681	1355777	+	1161.4	0.778	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-176	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
XII-61	XII	633474	633570	+	1161.4	0.824	promoter-TSS (YLR247C)	protein_coding-promoter-TSS (YLR247C)	-168	YLR247C	YLR247C	YLR247C			IRC20			protein_coding
XV-80	XV	618580	618676	+	1161.4	0.789	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-340	YOR152C	YOR152C	YOR152C			YOR152C			protein_coding
XVI-51	XVI	520318	520414	+	1161.4	0.593	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-133	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
IX-30	IX	222661	222757	+	1161.4	0.882	promoter-TSS (YIL074C)	protein_coding-promoter-TSS (YIL074C)	-219	YIL074C	YIL074C	YIL074C			SER33			protein_coding
XI-41	XI	533626	533722	+	1161.4	0.542	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-210	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
VII-72	VII	557738	557834	+	1161.4	0.654	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	221	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
X-20	X	119935	120031	+	1161.4	0.727	promoter-TSS (YJL159W)	protein_coding-promoter-TSS (YJL159W)	-466	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
