PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
VII-45	VII	788443	788521	+	1296.7	0.464	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-549	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
III-13	III	50372	50450	+	1296.7	0.714	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-173	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
XV-47	XV	877925	878003	+	1296.7	0.684	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-279	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
XIII-36	XIII	861310	861388	+	1296.7	0.750	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-458	YMR296C	YMR296C	YMR296C			LCB1			protein_coding
XVI-23	XVI	582115	582193	+	1296.7	0.810	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	92	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
XVI-19	XVI	95259	95337	+	1296.7	0.650	promoter-TSS (YPL242C)	protein_coding-promoter-TSS (YPL242C)	-189	YPL242C	YPL242C	YPL242C			IQG1			protein_coding
III-17	III	163606	163684	+	1296.7	0.581	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	211	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
XIV-16	XIV	479285	479363	+	1296.7	0.833	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-159	YNL079C	YNL079C	YNL079C			TPM1			protein_coding
IV-39	IV	884450	884528	+	1296.7	0.706	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	128	tI(UAU)D	tI(UAU)D	tI(UAU)D			tI(UAU)D			tRNA
XIII-29	XIII	69856	69934	+	1178.8	0.609	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-169	YML101C-A	YML101C-A	YML101C-A			YML101C-A			protein_coding
IX-22	IX	316352	316430	+	1178.8	0.545	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-377	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
V-39	V	461954	462032	+	1178.8	0.682	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-253	YER145C	YER145C	YER145C			FTR1			protein_coding
V-38	V	431233	431311	+	1178.8	0.824	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	-52	snR52	snR52	snR52			snR52			snoRNA
VI-13	VI	82125	82203	+	1178.8	0.706	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-252	YFL027C	YFL027C	YFL027C			GYP8			protein_coding
IV-44	IV	1355654	1355732	+	1178.8	0.684	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-140	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
XV-40	XV	1043376	1043454	+	1178.8	0.889	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	224	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
IV-40	IV	976326	976404	+	1178.8	0.700	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	-583	YDR259C	YDR259C	YDR259C			YAP6			protein_coding
VII-38	VII	190993	191071	+	1178.8	0.765	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-97	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
V-40	V	467995	468073	+	1178.8	0.800	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-336	YER150W	YER150W	YER150W			SPI1			protein_coding
V-36	V	349727	349805	+	1061.0	0.750	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-214	YER095W	YER095W	YER095W			RAD51			protein_coding
