PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XIII-38	XIII	477853	477945	+	1303.3	0.559	promoter-TSS (YMR105C)	protein_coding-promoter-TSS (YMR105C)	-165	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
MT-1	MT	16592	16684	+	1303.3	0.850	TTS (Q0050)	protein_coding-TTS (Q0050)	2820	Q0050	Q0050	Q0050			AI1			protein_coding
XII-32	XII	781506	781598	+	1303.3	0.769	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-173	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
II-12	II	193651	193743	+	1303.3	0.634	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-425	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
XI-29	XI	322511	322603	+	1303.3	0.568	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-671	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
X-17	X	424296	424388	+	1303.3	0.586	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	173	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
XI-19	XI	519050	519142	+	1303.3	0.568	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-431	YKR042W	YKR042W	YKR042W			UTH1			protein_coding
XV-44	XV	69210	69302	+	1303.3	0.731	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-502	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
XII-46	XII	828486	828578	+	1303.3	0.625	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-198	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
IV-36	IV	62394	62486	+	1303.3	0.633	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	429	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
XV-64	XV	1043424	1043516	+	1303.3	0.583	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	279	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
IV-67	IV	1016217	1016309	+	1303.3	0.656	promoter-TSS (YDR277C)	protein_coding-promoter-TSS (YDR277C)	-561	YDR277C	YDR277C	YDR277C			MTH1			protein_coding
IV-58	IV	1494135	1494227	+	1303.3	0.762	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-405	YDR528W	YDR528W	YDR528W			HLR1			protein_coding
XVI-45	XVI	99225	99317	+	1303.3	0.762	promoter-TSS (YPL239W)	protein_coding-promoter-TSS (YPL239W)	-213	YPL239W	YPL239W	YPL239W			YAR1			protein_coding
VI-12	VI	176747	176839	+	1303.3	0.550	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-402	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
XV-62	XV	1009762	1009854	+	1303.3	0.762	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-96	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
IV-70	IV	1434520	1434612	+	1303.3	0.692	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-298	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
XVI-41	XVI	678900	678992	+	1303.3	0.667	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-5	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
VII-50	VII	753996	754088	+	1303.3	0.731	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-198	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
V-38	V	343318	343410	+	1303.3	0.704	promoter-TSS (YER091C-A)	protein_coding-promoter-TSS (YER091C-A)	509	YER092W	YER092W	YER092W			IES5			protein_coding
XIV-26	XIV	373719	373811	+	1303.3	0.778	promoter-TSS (YNL134C)	protein_coding-promoter-TSS (YNL134C)	-184	YNL134C	YNL134C	YNL134C			YNL134C			protein_coding
V-40	V	362413	362505	+	1303.3	0.625	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-641	YER102W	YER102W	YER102W			RPS8B			protein_coding
X-20	X	157473	157565	+	1303.3	0.692	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-246	YJL136C	YJL136C	YJL136C			RPS21B			protein_coding
II-36	II	89524	89616	+	1303.3	0.481	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	-14	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
XVI-46	XVI	105972	106064	+	1303.3	0.789	promoter-TSS (YPL233W)	protein_coding-promoter-TSS (YPL233W)	-154	YPL233W	YPL233W	YPL233W			NSL1			protein_coding
XIV-24	XIV	276051	276143	+	1303.3	0.679	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-405	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
IV-65	IV	722562	722654	+	1303.3	0.720	TTS (YDR135C)	protein_coding-TTS (YDR135C)	-1127	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
V-35	V	242119	242211	+	1303.3	0.655	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-664	YER045C	YER045C	YER045C			ACA1			protein_coding
V-25	V	284768	284860	+	1303.3	0.677	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-592	YER064C	YER064C	YER064C			VHR2			protein_coding
XIII-36	XIII	124268	124360	+	1303.3	0.680	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-142	YML073C	YML073C	YML073C			RPL6A			protein_coding
XII-43	XII	320468	320560	+	1303.3	0.739	promoter-TSS (YLR089C)	protein_coding-promoter-TSS (YLR089C)	-187	YLR090W	YLR090W	YLR090W			XDJ1			protein_coding
XII-45	XII	633478	633570	+	1303.3	0.842	promoter-TSS (YLR247C)	protein_coding-promoter-TSS (YLR247C)	-170	YLR247C	YLR247C	YLR247C			IRC20			protein_coding
I-9	I	181182	181274	+	1303.3	0.864	promoter-TSS (tL(CAA)A)	tRNA-promoter-TSS (tL(CAA)A)	87	tL(CAA)A	tL(CAA)A	tL(CAA)A			SUP56			tRNA
XIV-21	XIV	569928	570020	+	1303.3	0.667	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-34	tI(AAU)N1	tI(AAU)N1	tI(AAU)N1			tI(AAU)N1			tRNA
IV-46	IV	234187	234279	+	1303.3	0.643	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-694	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
XV-60	XV	825359	825451	+	1303.3	0.850	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	527	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
XIV-23	XIV	198166	198258	+	1303.3	0.533	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-269	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
XII-42	XII	242026	242118	+	1303.3	0.609	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-160	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
V-32	V	53464	53556	+	1303.3	0.607	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-292	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
VII-47	VII	433387	433479	+	1303.3	0.680	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	146	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
XIII-15	XIII	872755	872847	+	1303.3	0.621	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-176	YMR302C	YMR302C	YMR302C			YME2			protein_coding
IV-71	IV	1459506	1459598	+	1303.3	0.571	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-332	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
XIII-45	XIII	770600	770692	+	1303.3	0.810	promoter-TSS (YMR250W)	protein_coding-promoter-TSS (YMR250W)	-155	YMR250W	YMR250W	YMR250W			GAD1			protein_coding
IV-60	IV	212875	212967	+	1303.3	0.667	promoter-TSS (YDL138W)	protein_coding-promoter-TSS (YDL138W)	-430	YDL138W	YDL138W	YDL138W			RGT2			protein_coding
II-38	II	606050	606142	+	1303.3	0.810	promoter-TSS (YBR191W)	protein_coding-promoter-TSS (YBR191W)	130	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
VII-40	VII	414	506	+	1303.3	0.680	Intergenic	Intergenic	-2330	YGL263W	YGL263W	YGL263W			COS12			protein_coding
XVI-51	XVI	491724	491816	+	1303.3	0.640	promoter-TSS (YPL032C)	protein_coding-promoter-TSS (YPL032C)	-406	YPL032C	YPL032C	YPL032C			SVL3			protein_coding
XVI-49	XVI	370757	370849	+	1303.3	0.714	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-140	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
XVI-54	XVI	627559	627651	+	1303.3	0.739	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-275	YPR030W	YPR030W	YPR030W			CSR2			protein_coding
XI-28	XI	261892	261984	+	1303.3	0.680	promoter-TSS (YKL095W)	protein_coding-promoter-TSS (YKL095W)	-339	YKL095W	YKL095W	YKL095W			YJU2			protein_coding
XI-23	XI	130397	130489	+	1303.3	0.900	promoter-TSS (YKL170W)	protein_coding-promoter-TSS (YKL170W)	-191	YKL170W	YKL170W	YKL170W			MRPL38			protein_coding
XII-37	XII	108345	108437	+	1303.3	0.486	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	-492	YLL019C	YLL019C	YLL019C			KNS1			protein_coding
XIII-44	XIII	433559	433651	+	1303.3	0.531	Intergenic	Intergenic	-1183	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
XV-58	XV	770256	770348	+	1303.3	0.571	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-498	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
IV-62	IV	504881	504973	+	1303.3	0.708	promoter-TSS (YDR032C)	protein_coding-promoter-TSS (YDR032C)	-232	YDR032C	YDR032C	YDR032C			PST2			protein_coding
IV-56	IV	1278751	1278843	+	1303.3	0.667	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-413	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
IX-19	IX	314912	315004	+	1303.3	0.842	promoter-TSS (YIL019W)	protein_coding-promoter-TSS (YIL019W)	-135	YIL019W	YIL019W	YIL019W			FAF1			protein_coding
XV-23	XV	161245	161337	+	1303.3	0.576	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-288	YOL085W-A	YOL085W-A	YOL085W-A			YOL085W-A			protein_coding
VII-46	VII	56212	56304	+	1221.9	0.792	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-224	YGL234W	YGL234W	YGL234W			ADE5,7			protein_coding
XVI-39	XVI	450843	450935	+	1221.9	0.815	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-512	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
II-34	II	614139	614231	+	1221.9	0.533	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-12	YBR196C-A	YBR196C-A	YBR196C-A			YBR196C-A			protein_coding
II-40	II	60835	60927	+	1221.9	0.708	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-142	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
IV-42	IV	836224	836316	+	1221.9	0.676	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-151	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
XV-47	XV	304874	304966	+	1221.9	0.581	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-429	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
II-29	II	697495	697587	+	1221.9	0.850	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-239	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
V-36	V	261690	261782	+	1221.9	0.618	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-690	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
XV-73	XV	860897	860989	+	1221.9	0.833	promoter-TSS (YOR290C)	protein_coding-promoter-TSS (YOR290C)	-232	YOR291W	YOR291W	YOR291W			YPK9			protein_coding
II-51	II	680171	680263	+	1221.9	0.667	promoter-TSS (YBR229C)	protein_coding-promoter-TSS (YBR229C)	-145	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
XIII-50	XIII	119347	119439	+	1221.9	0.667	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-495	YML075C	YML075C	YML075C			HMG1			protein_coding
VII-22	VII	423204	423296	+	1221.9	0.828	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	158	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
XV-52	XV	444029	444121	+	1221.9	0.565	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-544	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
XVI-63	XVI	444347	444439	+	1221.9	0.789	promoter-TSS (YPL059W)	protein_coding-promoter-TSS (YPL059W)	-186	YPL059W	YPL059W	YPL059W			GRX5			protein_coding
II-42	II	186560	186652	+	1221.9	0.800	promoter-TSS (YBL018C)	protein_coding-promoter-TSS (YBL018C)	-132	YBL018C	YBL018C	YBL018C			POP8			protein_coding
IV-85	IV	1229638	1229730	+	1221.9	0.773	promoter-TSS (YDR378C)	protein_coding-promoter-TSS (YDR378C)	-75	YDR378C	YDR378C	YDR378C			LSM6			protein_coding
XV-66	XV	296272	296364	+	1221.9	0.882	promoter-TSS (YOL015W)	protein_coding-promoter-TSS (YOL015W)	-198	YOL016C	YOL016C	YOL016C			CMK2			protein_coding
IV-40	IV	556624	556716	+	1221.9	0.714	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-198	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
VIII-33	VIII	556618	556710	+	1221.9	0.625	TTS (YHR216W)	protein_coding-TTS (YHR216W)	378	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
XI-35	XI	127195	127287	+	1221.9	0.696	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-234	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
X-25	X	291248	291340	+	1221.9	0.522	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-520	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
X-16	X	160024	160116	+	1221.9	0.647	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-223	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
XII-47	XII	877508	877600	+	1221.9	0.760	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-376	YLR378C	YLR378C	YLR378C			SEC61			protein_coding
X-21	X	294890	294982	+	1221.9	0.633	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	125	YJL077C	YJL077C	YJL077C			ICS3			protein_coding
XV-45	XV	79951	80043	+	1221.9	0.700	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-351	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
IV-51	IV	769124	769216	+	1221.9	0.586	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-170	YDR155C	YDR155C	YDR155C			CPR1			protein_coding
V-39	V	349502	349594	+	1221.9	0.720	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-202	YER094C	YER094C	YER094C			PUP3			protein_coding
VIII-25	VIII	390074	390166	+	1221.9	0.579	promoter-TSS (YHR145C)	protein_coding-promoter-TSS (YHR145C)	-180	YHR146W	YHR146W	YHR146W			CRP1			protein_coding
XI-25	XI	559456	559548	+	1221.9	0.900	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	-136	snR42	snR42	snR42			snR42			snoRNA
IV-52	IV	806353	806445	+	1221.9	0.656	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-222	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
VII-56	VII	475334	475426	+	1221.9	0.882	promoter-TSS (YGL010W)	protein_coding-promoter-TSS (YGL010W)	-133	YGL011C	YGL011C	YGL011C			SCL1			protein_coding
XIV-20	XIV	491326	491418	+	1221.9	0.750	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-151	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
IV-103	IV	1461697	1461789	+	1221.9	0.625	promoter-TSS (YDR506C)	protein_coding-promoter-TSS (YDR506C)	86	tL(CAA)D	tL(CAA)D	tL(CAA)D			tL(CAA)D			tRNA
X-23	X	90277	90369	+	1221.9	0.655	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-226	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
V-44	V	400946	401038	+	1221.9	0.850	promoter-TSS (YER119C)	protein_coding-promoter-TSS (YER119C)	-143	YER120W	YER120W	YER120W			SCS2			protein_coding
IV-80	IV	930781	930873	+	1221.9	0.708	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-302	YDR234W	YDR234W	YDR234W			LYS4			protein_coding
VI-13	VI	213071	213163	+	1221.9	0.882	promoter-TSS (YFR030W)	protein_coding-promoter-TSS (YFR030W)	-195	YFR030W	YFR030W	YFR030W			MET10			protein_coding
XIII-42	XIII	223974	224066	+	1221.9	0.607	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-192	YML026C	YML026C	YML026C			RPS18B			protein_coding
V-37	V	306074	306166	+	1221.9	0.533	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-203	YER074W	YER074W	YER074W			RPS24A			protein_coding
XIII-62	XIII	861737	861829	+	1221.9	0.800	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-139	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
XIV-32	XIV	456217	456309	+	1221.9	0.833	promoter-TSS (YNL090W)	protein_coding-promoter-TSS (YNL090W)	-302	YNL090W	YNL090W	YNL090W			RHO2			protein_coding
X-24	X	136874	136966	+	1221.9	0.773	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	-147	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
IV-49	IV	551298	551390	+	1221.9	0.786	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-516	YDR047W	YDR047W	YDR047W			HEM12			protein_coding
VIII-24	VIII	280997	281089	+	1221.9	0.515	promoter-TSS (YHR088W)	protein_coding-promoter-TSS (YHR088W)	223	YHR087W	YHR087W	YHR087W			RTC3			protein_coding
IV-84	IV	1194998	1195090	+	1221.9	0.739	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-160	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
VII-53	VII	165470	165562	+	1221.9	0.741	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-425	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
XII-31	XII	589086	589178	+	1221.9	0.826	promoter-TSS (YLR225C)	protein_coding-promoter-TSS (YLR225C)	-214	YLR225C	YLR225C	YLR225C			YLR225C			protein_coding
VII-51	VII	1007472	1007564	+	1221.9	0.789	promoter-TSS (YGR257C)	protein_coding-promoter-TSS (YGR257C)	-213	YGR257C	YGR257C	YGR257C			MTM1			protein_coding
VII-52	VII	156284	156376	+	1221.9	0.609	promoter-TSS (YGL184C)	protein_coding-promoter-TSS (YGL184C)	-318	YGL184C	YGL184C	YGL184C			STR3			protein_coding
IV-47	IV	341313	341405	+	1221.9	0.864	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-260	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
XIV-33	XIV	631692	631784	+	1221.9	0.750	promoter-TSS (YNR001C)	protein_coding-promoter-TSS (YNR001C)	179	tP(AGG)N	tP(AGG)N	tP(AGG)N			SUF10			tRNA
IV-78	IV	894201	894293	+	1221.9	0.615	promoter-TSS (YDR216W)	protein_coding-promoter-TSS (YDR216W)	255	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
XV-75	XV	1028923	1029015	+	1221.9	0.833	promoter-TSS (YOR369C)	protein_coding-promoter-TSS (YOR369C)	-344	YOR369C	YOR369C	YOR369C			RPS12			protein_coding
XVI-58	XVI	188793	188885	+	1221.9	0.682	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-315	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
IV-61	IV	491173	491265	+	1221.9	0.500	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	202	YDR024W	YDR024W	YDR024W			FYV1			protein_coding
XVI-43	XVI	840315	840407	+	1221.9	0.516	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-584	YPR156C	YPR156C	YPR156C			TPO3			protein_coding
XV-33	XV	514804	514896	+	1221.9	0.625	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-394	YOR101W	YOR101W	YOR101W			RAS1			protein_coding
II-46	II	429350	429442	+	1221.9	0.882	promoter-TSS (YBR092C)	protein_coding-promoter-TSS (YBR092C)	-295	YBR092C	YBR092C	YBR092C			PHO3			protein_coding
IV-69	IV	1355691	1355783	+	1221.9	0.485	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-184	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
XV-56	XV	678959	679051	+	1221.9	0.667	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	133	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
VIII-30	VIII	332919	333011	+	1221.9	0.560	promoter-TSS (YHR111W)	protein_coding-promoter-TSS (YHR111W)	-107	YHR111W	YHR111W	YHR111W			UBA4			protein_coding
XIV-19	XIV	310264	310356	+	1221.9	0.696	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-253	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
X-26	X	355741	355833	+	1221.9	0.750	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	-237	YJL045W	YJL045W	YJL045W			YJL045W			protein_coding
V-46	V	522820	522912	+	1221.9	0.750	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-197	YER168C	YER168C	YER168C			CCA1			protein_coding
XIII-53	XIII	287524	287616	+	1221.9	0.714	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-509	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
II-53	II	461915	462007	+	1221.9	0.789	promoter-TSS (YBR111C)	protein_coding-promoter-TSS (YBR111C)	-88	YBR111C	YBR111C	YBR111C			YSA1			protein_coding
XV-71	XV	683739	683831	+	1221.9	0.857	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-245	YOR187W	YOR187W	YOR187W			TUF1			protein_coding
XIII-59	XIII	661878	661970	+	1221.9	0.577	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-720	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
III-14	III	163589	163681	+	1221.9	0.600	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	221	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
XIV-25	XIV	302458	302550	+	1221.9	0.667	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-176	YNL178W	YNL178W	YNL178W			RPS3			protein_coding
XIII-29	XIII	26097	26189	+	1221.9	0.581	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	275	YML122C	YML122C	YML122C			YML122C			protein_coding
XII-41	XII	125051	125143	+	1221.9	0.842	promoter-TSS (YLL012W)	protein_coding-promoter-TSS (YLL012W)	-383	YLL013C	YLL013C	YLL013C			PUF3			protein_coding
XIII-46	XIII	886657	886749	+	1221.9	0.783	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-131	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
XII-44	XII	510865	510957	+	1221.9	0.850	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-143	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
XIII-49	XIII	29941	30033	+	1221.9	0.800	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-180	YML120C	YML120C	YML120C			NDI1			protein_coding
XII-56	XII	790024	790116	+	1221.9	0.667	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-606	YLR332W	YLR332W	YLR332W			MID2			protein_coding
IV-43	IV	930506	930598	+	1221.9	0.556	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-195	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
XVI-55	XVI	700098	700190	+	1221.9	0.750	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-450	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
XVI-53	XVI	582896	582988	+	1221.9	0.773	promoter-TSS (YPR010C-A)	protein_coding-promoter-TSS (YPR010C-A)	-208	YPR010C-A	YPR010C-A	YPR010C-A			YPR010C-A			protein_coding
II-26	II	310418	310510	+	1221.9	0.792	promoter-TSS (YBR036C)	protein_coding-promoter-TSS (YBR036C)	-151	YBR036C	YBR036C	YBR036C			CSG2			protein_coding
IV-77	IV	866807	866899	+	1221.9	0.773	exon (YDR207C, exon 1 of 1)	protein_coding-exon (YDR207C, exon 1 of 1)	669	YDR207C	YDR207C	YDR207C			UME6			protein_coding
IV-79	IV	909495	909587	+	1221.9	0.577	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-513	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
VIII-22	VIII	470634	470726	+	1221.9	0.567	promoter-TSS (YHR183W)	protein_coding-promoter-TSS (YHR183W)	-280	YHR183W	YHR183W	YHR183W			GND1			protein_coding
XIII-57	XIII	652924	653016	+	1221.9	0.762	promoter-TSS (YMR194C-B)	protein_coding-promoter-TSS (YMR194C-B)	-83	YMR194C-B	YMR194C-B	YMR194C-B			CMC4			protein_coding
XIII-37	XIII	438932	439024	+	1221.9	0.792	promoter-TSS (YMR086W)	protein_coding-promoter-TSS (YMR086W)	-230	YMR086W	YMR086W	YMR086W			SEG1			protein_coding
XVI-60	XVI	259437	259529	+	1221.9	0.700	promoter-TSS (YPL155C)	protein_coding-promoter-TSS (YPL155C)	-147	YPL155C	YPL155C	YPL155C			KIP2			protein_coding
V-34	V	221637	221729	+	1221.9	0.667	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	-163	YER034W	YER034W	YER034W			YER034W			protein_coding
VI-11	VI	95328	95420	+	1221.9	0.760	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-364	YFL022C	YFL022C	YFL022C			FRS2			protein_coding
XV-67	XV	304132	304224	+	1221.9	0.667	promoter-TSS (YOL012C)	protein_coding-promoter-TSS (YOL012C)	-195	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
